time (ms),grandi (cai),time (ms),grandi (cass),time (ms),grandi (cad)
35.5,0.000403807,35.5,0.00612883,35.5,0.0242901
35.6,0.000404247,35.6,0.0061137,35.6,0.0241532
35.7,0.000404679,35.7,0.00609848,35.7,0.0240182
35.8,0.000405101,35.8,0.00608317,35.8,0.0238852
35.9,0.000405515,35.9,0.00606779,35.9,0.0237541
36,0.00040592,36,0.00605233,36,0.0236249
36.1,0.000406316,36.1,0.00603681,36.1,0.0234975
36.2,0.000406704,36.2,0.00602122,36.2,0.0233718
36.3,0.000407083,36.3,0.00600557,36.3,0.0232479
36.4,0.000407455,36.4,0.00598987,36.4,0.0231256
36.5,0.000407818,36.5,0.00597412,36.5,0.023005
36.6,0.000408174,36.6,0.00595832,36.6,0.0228861
36.7,0.000408523,36.7,0.00594248,36.7,0.0227687
36.8,0.000408864,36.8,0.0059266,36.8,0.0226528
36.9,0.000409198,36.9,0.00591069,36.9,0.0225384
37,0.000409525,37,0.00589475,37,0.0224255
37.1,0.000409845,37.1,0.00587878,37.1,0.0223141
37.2,0.000410158,37.2,0.00586279,37.2,0.022204
37.3,0.000410464,37.3,0.00584678,37.3,0.0220953
37.4,0.000410764,37.4,0.00583076,37.4,0.021988
37.5,0.000411058,37.5,0.00581471,37.5,0.0218819
37.6,0.000411345,37.6,0.00579866,37.6,0.0217772
37.7,0.000411627,37.7,0.0057826,37.7,0.0216736
37.8,0.000411902,37.8,0.00576654,37.8,0.0215714
37.9,0.000412171,37.9,0.00575047,37.9,0.0214703
38,0.000412435,38,0.00573441,38,0.0213704
38.1,0.000412693,38.1,0.00571834,38.1,0.0212716
38.2,0.000412945,38.2,0.00570228,38.2,0.0211739
38.3,0.000413192,38.3,0.00568623,38.3,0.0210774
38.4,0.000413434,38.4,0.00567019,38.4,0.0209819
38.5,0.000413671,38.5,0.00565416,38.5,0.0208875
38.6,0.000413902,38.6,0.00563814,38.6,0.0207941
38.7,0.000414128,38.7,0.00562214,38.7,0.0207018
38.8,0.00041435,38.8,0.00560616,38.8,0.0206104
38.9,0.000414566,38.9,0.0055902,38.9,0.02052
39,0.000414778,39,0.00557425,39,0.0204305
39.1,0.000414986,39.1,0.00555833,39.1,0.020342
39.2,0.000415188,39.2,0.00554243,39.2,0.0202544
39.3,0.000415387,39.3,0.00552656,39.3,0.0201676
39.4,0.00041558,39.4,0.00551072,39.4,0.0200818
39.5,0.00041577,39.5,0.0054949,39.5,0.0199968
39.6,0.000415955,39.6,0.00547912,39.6,0.0199127
39.7,0.000416137,39.7,0.00546336,39.7,0.0198293
39.8,0.000416314,39.8,0.00544764,39.8,0.0197468
39.9,0.000416487,39.9,0.00543195,39.9,0.0196651
40,0.000416656,40,0.0054163,40,0.0195842
40.1,0.000416822,40.1,0.00540068,40.1,0.019504
40.2,0.000416983,40.2,0.0053851,40.2,0.0194246
40.3,0.000417141,40.3,0.00536956,40.3,0.0193459
40.4,0.000417295,40.4,0.00535405,40.4,0.0192679
40.5,0.000417446,40.5,0.00533859,40.5,0.0191907
40.6,0.000417593,40.6,0.00532316,40.6,0.0191141
40.7,0.000417737,40.7,0.00530778,40.7,0.0190382
40.8,0.000417877,40.8,0.00529244,40.8,0.018963
40.9,0.000418014,40.9,0.00527714,40.9,0.0188885
41,0.000418148,41,0.00526189,41,0.0188146
41.1,0.000418279,41.1,0.00524667,41.1,0.0187413
41.2,0.000418406,41.2,0.00523151,41.2,0.0186687
41.3,0.00041853,41.3,0.00521639,41.3,0.0185966
41.4,0.000418651,41.4,0.00520131,41.4,0.0185252
41.5,0.000418769,41.5,0.00518628,41.5,0.0184544
41.6,0.000418885,41.6,0.0051713,41.6,0.0183841
41.7,0.000418997,41.7,0.00515636,41.7,0.0183144
41.8,0.000419106,41.8,0.00514148,41.8,0.0182453
41.9,0.000419213,41.9,0.00512664,41.9,0.0181768
42,0.000419317,42,0.00511185,42,0.0181087
42.1,0.000419418,42.1,0.00509711,42.1,0.0180412
42.2,0.000419516,42.2,0.00508241,42.2,0.0179743
42.3,0.000419612,42.3,0.00506777,42.3,0.0179078
42.4,0.000419705,42.4,0.00505318,42.4,0.0178419
42.5,0.000419796,42.5,0.00503864,42.5,0.0177764
42.6,0.000419884,42.6,0.00502414,42.6,0.0177115
42.7,0.000419969,42.7,0.0050097,42.7,0.017647
42.8,0.000420052,42.8,0.00499531,42.8,0.017583
42.9,0.000420133,42.9,0.00498097,42.9,0.0175195
43,0.000420212,43,0.00496668,43,0.0174565
43.1,0.000420288,43.1,0.00495244,43.1,0.0173939
43.2,0.000420361,43.2,0.00493826,43.2,0.0173317
43.3,0.000420433,43.3,0.00492412,43.3,0.01727
43.4,0.000420502,43.4,0.00491004,43.4,0.0172087
43.5,0.000420569,43.5,0.00489601,43.5,0.0171479
43.6,0.000420634,43.6,0.00488203,43.6,0.0170874
43.7,0.000420697,43.7,0.00486811,43.7,0.0170274
43.8,0.000420758,43.8,0.00485423,43.8,0.0169678
43.9,0.000420816,43.9,0.00484041,43.9,0.0169086
44,0.000420873,44,0.00482664,44,0.0168498
44.1,0.000420928,44.1,0.00481292,44.1,0.0167914
44.2,0.00042098,44.2,0.00479926,44.2,0.0167333
44.3,0.000421031,44.3,0.00478564,44.3,0.0166757
44.4,0.000421079,44.4,0.00477208,44.4,0.0166184
44.5,0.000421126,44.5,0.00475857,44.5,0.0165615
44.6,0.000421171,44.6,0.00474512,44.6,0.0165049
44.7,0.000421214,44.7,0.00473171,44.7,0.0164487
44.8,0.000421255,44.8,0.00471836,44.8,0.0163929
44.9,0.000421295,44.9,0.00470506,44.9,0.0163374
45,0.000421332,45,0.00469181,45,0.0162823
45.1,0.000421368,45.1,0.00467861,45.1,0.0162275
45.2,0.000421402,45.2,0.00466546,45.2,0.016173
45.3,0.000421435,45.3,0.00465237,45.3,0.0161189
45.4,0.000421466,45.4,0.00463933,45.4,0.016065
45.5,0.000421495,45.5,0.00462634,45.5,0.0160116
45.6,0.000421522,45.6,0.0046134,45.6,0.0159584
45.7,0.000421548,45.7,0.00460051,45.7,0.0159055
45.8,0.000421572,45.8,0.00458767,45.8,0.015853
45.9,0.000421595,45.9,0.00457489,45.9,0.0158007
46,0.000421616,46,0.00456215,46,0.0157488
46.1,0.000421635,46.1,0.00454947,46.1,0.0156971
46.2,0.000421653,46.2,0.00453683,46.2,0.0156458
46.3,0.00042167,46.3,0.00452425,46.3,0.0155947
46.4,0.000421685,46.4,0.00451172,46.4,0.015544
46.5,0.000421699,46.5,0.00449923,46.5,0.0154935
46.6,0.000421711,46.6,0.0044868,46.6,0.0154433
46.7,0.000421721,46.7,0.00447442,46.7,0.0153933
46.8,0.00042173,46.8,0.00446208,46.8,0.0153437
46.9,0.000421738,46.9,0.0044498,46.9,0.0152943
47,0.000421745,47,0.00443756,47,0.0152452
47.1,0.00042175,47.1,0.00442538,47.1,0.0151963
47.2,0.000421753,47.2,0.00441324,47.2,0.0151477
47.3,0.000421756,47.3,0.00440115,47.3,0.0150994
47.4,0.000421757,47.4,0.00438911,47.4,0.0150513
47.5,0.000421756,47.5,0.00437712,47.5,0.0150035
47.6,0.000421755,47.6,0.00436518,47.6,0.0149559
47.7,0.000421752,47.7,0.00435329,47.7,0.0149086
47.8,0.000421748,47.8,0.00434144,47.8,0.0148615
47.9,0.000421742,47.9,0.00432964,47.9,0.0148146
48,0.000421736,48,0.00431789,48,0.014768
48.1,0.000421728,48.1,0.00430618,48.1,0.0147217
48.2,0.000421719,48.2,0.00429453,48.2,0.0146755
48.3,0.000421709,48.3,0.00428292,48.3,0.0146296
48.4,0.000421697,48.4,0.00427135,48.4,0.0145839
48.5,0.000421685,48.5,0.00425984,48.5,0.0145385
48.6,0.000421671,48.6,0.00424837,48.6,0.0144933
48.7,0.000421656,48.7,0.00423694,48.7,0.0144482
48.8,0.00042164,48.8,0.00422556,48.8,0.0144035
48.9,0.000421622,48.9,0.00421423,48.9,0.0143589
49,0.000421604,49,0.00420294,49,0.0143145
49.1,0.000421585,49.1,0.0041917,49.1,0.0142704
49.2,0.000421564,49.2,0.0041805,49.2,0.0142265
49.3,0.000421542,49.3,0.00416935,49.3,0.0141827
49.4,0.00042152,49.4,0.00415824,49.4,0.0141392
49.5,0.000421496,49.5,0.00414718,49.5,0.0140959
49.6,0.000421471,49.6,0.00413616,49.6,0.0140528
49.7,0.000421445,49.7,0.00412518,49.7,0.0140099
49.8,0.000421418,49.8,0.00411425,49.8,0.0139672
49.9,0.00042139,49.9,0.00410337,49.9,0.0139247
50,0.000421361,50,0.00409252,50,0.0138824
50.1,0.000421331,50.1,0.00408172,50.1,0.0138402
50.2,0.0004213,50.2,0.00407096,50.2,0.0137983
50.3,0.000421268,50.3,0.00406025,50.3,0.0137566
50.4,0.000421235,50.4,0.00404957,50.4,0.013715
50.5,0.000421201,50.5,0.00403894,50.5,0.0136737
50.6,0.000421167,50.6,0.00402835,50.6,0.0136325
50.7,0.000421131,50.7,0.00401781,50.7,0.0135915
50.8,0.000421094,50.8,0.0040073,50.8,0.0135507
50.9,0.000421056,50.9,0.00399684,50.9,0.01351
51,0.000421018,51,0.00398642,51,0.0134696
51.1,0.000420978,51.1,0.00397604,51.1,0.0134293
51.2,0.000420938,51.2,0.0039657,51.2,0.0133892
51.3,0.000420896,51.3,0.0039554,51.3,0.0133493
51.4,0.000420854,51.4,0.00394514,51.4,0.0133095
51.5,0.000420811,51.5,0.00393492,51.5,0.0132699
51.6,0.000420767,51.6,0.00392474,51.6,0.0132305
51.7,0.000420722,51.7,0.0039146,51.7,0.0131912
51.8,0.000420676,51.8,0.0039045,51.8,0.0131522
51.9,0.00042063,51.9,0.00389444,51.9,0.0131132
52,0.000420582,52,0.00388442,52,0.0130745
52.1,0.000420534,52.1,0.00387444,52.1,0.0130359
52.2,0.000420485,52.2,0.0038645,52.2,0.0129975
52.3,0.000420435,52.3,0.00385459,52.3,0.0129592
52.4,0.000420384,52.4,0.00384473,52.4,0.0129211
52.5,0.000420332,52.5,0.0038349,52.5,0.0128831
52.6,0.00042028,52.6,0.00382511,52.6,0.0128454
52.7,0.000420227,52.7,0.00381536,52.7,0.0128077
52.8,0.000420173,52.8,0.00380564,52.8,0.0127702
52.9,0.000420118,52.9,0.00379597,52.9,0.0127329
53,0.000420062,53,0.00378633,53,0.0126957
53.1,0.000420006,53.1,0.00377673,53.1,0.0126587
53.2,0.000419949,53.2,0.00376716,53.2,0.0126218
53.3,0.000419891,53.3,0.00375763,53.3,0.0125851
53.4,0.000419832,53.4,0.00374814,53.4,0.0125485
53.5,0.000419773,53.5,0.00373869,53.5,0.0125121
53.6,0.000419712,53.6,0.00372927,53.6,0.0124758
53.7,0.000419652,53.7,0.00371988,53.7,0.0124396
53.8,0.00041959,53.8,0.00371053,53.8,0.0124036
53.9,0.000419527,53.9,0.00370122,53.9,0.0123678
54,0.000419464,54,0.00369194,54,0.012332
54.1,0.0004194,54.1,0.0036827,54.1,0.0122965
54.2,0.000419336,54.2,0.0036735,54.2,0.012261
54.3,0.000419271,54.3,0.00366432,54.3,0.0122257
54.4,0.000419205,54.4,0.00365519,54.4,0.0121906
54.5,0.000419138,54.5,0.00364608,54.5,0.0121555
54.6,0.000419071,54.6,0.00363701,54.6,0.0121206
54.7,0.000419003,54.7,0.00362798,54.7,0.0120859
54.8,0.000418934,54.8,0.00361898,54.8,0.0120512
54.9,0.000418864,54.9,0.00361001,54.9,0.0120168
55,0.000418794,55,0.00360108,55,0.0119824
55.1,0.000418724,55.1,0.00359218,55.1,0.0119482
55.2,0.000418652,55.2,0.00358331,55.2,0.0119141
55.3,0.00041858,55.3,0.00357448,55.3,0.0118801
55.4,0.000418507,55.4,0.00356567,55.4,0.0118463
55.5,0.000418434,55.5,0.00355691,55.5,0.0118126
55.6,0.00041836,55.6,0.00354817,55.6,0.011779
55.7,0.000418285,55.7,0.00353947,55.7,0.0117455
55.8,0.00041821,55.8,0.00353079,55.8,0.0117122
55.9,0.000418134,55.9,0.00352216,55.9,0.011679
56,0.000418057,56,0.00351355,56,0.0116459
56.1,0.00041798,56.1,0.00350497,56.1,0.0116129
56.2,0.000417902,56.2,0.00349643,56.2,0.0115801
56.3,0.000417824,56.3,0.00348791,56.3,0.0115474
56.4,0.000417745,56.4,0.00347943,56.4,0.0115148
56.5,0.000417665,56.5,0.00347098,56.5,0.0114823
56.6,0.000417585,56.6,0.00346256,56.6,0.0114499
56.7,0.000417504,56.7,0.00345417,56.7,0.0114177
56.8,0.000417423,56.8,0.00344581,56.8,0.0113856
56.9,0.000417341,56.9,0.00343748,56.9,0.0113536
57,0.000417258,57,0.00342919,57,0.0113217
57.1,0.000417175,57.1,0.00342092,57.1,0.0112899
57.2,0.000417091,57.2,0.00341268,57.2,0.0112583
57.3,0.000417007,57.3,0.00340447,57.3,0.0112267
57.4,0.000416922,57.4,0.00339629,57.4,0.0111953
57.5,0.000416836,57.5,0.00338814,57.5,0.011164
57.6,0.00041675,57.6,0.00338002,57.6,0.0111328
57.7,0.000416663,57.7,0.00337193,57.7,0.0111017
57.8,0.000416576,57.8,0.00336387,57.8,0.0110707
57.9,0.000416488,57.9,0.00335584,57.9,0.0110398
58,0.0004164,58,0.00334783,58,0.0110091
58.1,0.000416311,58.1,0.00333986,58.1,0.0109784
58.2,0.000416222,58.2,0.00333191,58.2,0.0109479
58.3,0.000416132,58.3,0.00332399,58.3,0.0109175
58.4,0.000416042,58.4,0.0033161,58.4,0.0108871
58.5,0.000415951,58.5,0.00330824,58.5,0.0108569
58.6,0.000415859,58.6,0.0033004,58.6,0.0108268
58.7,0.000415767,58.7,0.0032926,58.7,0.0107968
58.8,0.000415675,58.8,0.00328482,58.8,0.0107669
58.9,0.000415581,58.9,0.00327706,58.9,0.0107371
59,0.000415488,59,0.00326934,59,0.0107074
59.1,0.000415394,59.1,0.00326164,59.1,0.0106779
59.2,0.000415299,59.2,0.00325397,59.2,0.0106484
59.3,0.000415204,59.3,0.00324633,59.3,0.010619
59.4,0.000415108,59.4,0.00323871,59.4,0.0105897
59.5,0.000415012,59.5,0.00323112,59.5,0.0105606
59.6,0.000414916,59.6,0.00322355,59.6,0.0105315
59.7,0.000414819,59.7,0.00321602,59.7,0.0105025
59.8,0.000414721,59.8,0.00320851,59.8,0.0104736
59.9,0.000414623,59.9,0.00320102,59.9,0.0104449
60,0.000414524,60,0.00319356,60,0.0104162
60.1,0.000414425,60.1,0.00318613,60.1,0.0103876
60.2,0.000414326,60.2,0.00317872,60.2,0.0103591
60.3,0.000414226,60.3,0.00317134,60.3,0.0103308
60.4,0.000414125,60.4,0.00316398,60.4,0.0103025
60.5,0.000414024,60.5,0.00315665,60.5,0.0102743
60.6,0.000413923,60.6,0.00314934,60.6,0.0102462
60.7,0.000413821,60.7,0.00314206,60.7,0.0102182
60.8,0.000413719,60.8,0.00313481,60.8,0.0101903
60.9,0.000413616,60.9,0.00312758,60.9,0.0101625
61,0.000413513,61,0.00312037,61,0.0101348
61.1,0.000413409,61.1,0.00311319,61.1,0.0101072
61.2,0.000413305,61.2,0.00310603,61.2,0.0100797
61.3,0.000413201,61.3,0.0030989,61.3,0.0100522
61.4,0.000413095,61.4,0.00309179,61.4,0.0100249
61.5,0.00041299,61.5,0.0030847,61.5,0.00999767
61.6,0.000412884,61.6,0.00307764,61.6,0.00997051
61.7,0.000412778,61.7,0.00307061,61.7,0.00994345
61.8,0.000412671,61.8,0.00306359,61.8,0.00991648
61.9,0.000412564,61.9,0.0030566,61.9,0.0098896
62,0.000412456,62,0.00304964,62,0.00986281
62.1,0.000412348,62.1,0.0030427,62.1,0.00983611
62.2,0.00041224,62.2,0.00303578,62.2,0.0098095
62.3,0.000412131,62.3,0.00302888,62.3,0.00978298
62.4,0.000412022,62.4,0.00302201,62.4,0.00975655
62.5,0.000411912,62.5,0.00301516,62.5,0.0097302
62.6,0.000411802,62.6,0.00300833,62.6,0.00970394
62.7,0.000411691,62.7,0.00300153,62.7,0.00967777
62.8,0.00041158,62.8,0.00299475,62.8,0.00965169
62.9,0.000411469,62.9,0.00298799,62.9,0.00962569
63,0.000411357,63,0.00298126,63,0.00959977
63.1,0.000411245,63.1,0.00297454,63.1,0.00957395
63.2,0.000411133,63.2,0.00296785,63.2,0.00954821
63.3,0.00041102,63.3,0.00296118,63.3,0.00952255
63.4,0.000410906,63.4,0.00295454,63.4,0.00949698
63.5,0.000410793,63.5,0.00294791,63.5,0.00947149
63.6,0.000410679,63.6,0.00294131,63.6,0.00944608
63.7,0.000410564,63.7,0.00293473,63.7,0.00942076
63.8,0.000410449,63.8,0.00292817,63.8,0.00939552
63.9,0.000410334,63.9,0.00292163,63.9,0.00937037
64,0.000410218,64,0.00291511,64,0.00934529
64.1,0.000410102,64.1,0.00290862,64.1,0.0093203
64.2,0.000409986,64.2,0.00290214,64.2,0.00929539
64.3,0.000409869,64.3,0.00289569,64.3,0.00927056
64.4,0.000409752,64.4,0.00288926,64.4,0.00924582
64.5,0.000409635,64.5,0.00288285,64.5,0.00922115
64.6,0.000409517,64.6,0.00287646,64.6,0.00919656
64.7,0.000409399,64.7,0.00287009,64.7,0.00917206
64.8,0.00040928,64.8,0.00286374,64.8,0.00914763
64.9,0.000409161,64.9,0.00285741,64.9,0.00912328
65,0.000409042,65,0.0028511,65,0.00909901
65.1,0.000408922,65.1,0.00284482,65.1,0.00907482
65.2,0.000408802,65.2,0.00283855,65.2,0.0090507
65.3,0.000408682,65.3,0.0028323,65.3,0.00902667
65.4,0.000408562,65.4,0.00282608,65.4,0.00900271
65.5,0.000408441,65.5,0.00281987,65.5,0.00897883
65.6,0.000408319,65.6,0.00281369,65.6,0.00895503
65.7,0.000408197,65.7,0.00280752,65.7,0.0089313
65.8,0.000408075,65.8,0.00280137,65.8,0.00890765
65.9,0.000407953,65.9,0.00279525,65.9,0.00888407
66,0.00040783,66,0.00278914,66,0.00886057
66.1,0.000407707,66.1,0.00278305,66.1,0.00883715
66.2,0.000407584,66.2,0.00277698,66.2,0.0088138
66.3,0.00040746,66.3,0.00277094,66.3,0.00879052
66.4,0.000407336,66.4,0.00276491,66.4,0.00876732
66.5,0.000407212,66.5,0.0027589,66.5,0.0087442
66.6,0.000407087,66.6,0.0027529,66.6,0.00872114
66.7,0.000406962,66.7,0.00274693,66.7,0.00869817
66.8,0.000406837,66.8,0.00274098,66.8,0.00867526
66.9,0.000406712,66.9,0.00273504,66.9,0.00865243
67,0.000406586,67,0.00272913,67,0.00862966
67.1,0.000406459,67.1,0.00272323,67.1,0.00860698
67.2,0.000406333,67.2,0.00271735,67.2,0.00858436
67.3,0.000406206,67.3,0.00271149,67.3,0.00856182
67.4,0.000406079,67.4,0.00270565,67.4,0.00853935
67.5,0.000405951,67.5,0.00269983,67.5,0.00851695
67.6,0.000405824,67.6,0.00269402,67.6,0.00849461
67.7,0.000405696,67.7,0.00268824,67.7,0.00847235
67.8,0.000405567,67.8,0.00268247,67.8,0.00845016
67.9,0.000405439,67.9,0.00267672,67.9,0.00842804
68,0.00040531,68,0.00267099,68,0.00840599
68.1,0.00040518,68.1,0.00266527,68.1,0.00838401
68.2,0.000405051,68.2,0.00265958,68.2,0.00836211
68.3,0.000404921,68.3,0.0026539,68.3,0.00834026
68.4,0.000404791,68.4,0.00264824,68.4,0.00831849
68.5,0.00040466,68.5,0.00264259,68.5,0.00829679
68.6,0.00040453,68.6,0.00263697,68.6,0.00827515
68.7,0.000404399,68.7,0.00263136,68.7,0.00825358
68.8,0.000404268,68.8,0.00262577,68.8,0.00823208
68.9,0.000404136,68.9,0.00262019,68.9,0.00821065
69,0.000404004,69,0.00261464,69,0.00818928
69.1,0.000403872,69.1,0.0026091,69.1,0.00816798
69.2,0.00040374,69.2,0.00260358,69.2,0.00814675
69.3,0.000403607,69.3,0.00259807,69.3,0.00812559
69.4,0.000403474,69.4,0.00259258,69.4,0.00810449
69.5,0.000403341,69.5,0.00258711,69.5,0.00808345
69.6,0.000403208,69.6,0.00258166,69.6,0.00806248
69.7,0.000403074,69.7,0.00257622,69.7,0.00804158
69.8,0.00040294,69.8,0.0025708,69.8,0.00802074
69.9,0.000402806,69.9,0.00256539,69.9,0.00799997
70,0.000402671,70,0.00256,70,0.00797926
70.1,0.000402537,70.1,0.00255463,70.1,0.00795862
70.2,0.000402402,70.2,0.00254928,70.2,0.00793804
70.3,0.000402266,70.3,0.00254394,70.3,0.00791753
70.4,0.000402131,70.4,0.00253862,70.4,0.00789708
70.5,0.000401995,70.5,0.00253331,70.5,0.00787669
70.6,0.000401859,70.6,0.00252802,70.6,0.00785636
70.7,0.000401723,70.7,0.00252275,70.7,0.0078361
70.8,0.000401586,70.8,0.00251749,70.8,0.0078159
70.9,0.00040145,70.9,0.00251225,70.9,0.00779577
71,0.000401313,71,0.00250702,71,0.00777569
71.1,0.000401176,71.1,0.00250181,71.1,0.00775568
71.2,0.000401038,71.2,0.00249661,71.2,0.00773573
71.3,0.0004009,71.3,0.00249144,71.3,0.00771585
71.4,0.000400762,71.4,0.00248627,71.4,0.00769602
71.5,0.000400624,71.5,0.00248112,71.5,0.00767625
71.6,0.000400486,71.6,0.00247599,71.6,0.00765655
71.7,0.000400347,71.7,0.00247088,71.7,0.00763691
71.8,0.000400208,71.8,0.00246577,71.8,0.00761732
71.9,0.000400069,71.9,0.00246069,71.9,0.0075978
72,0.00039993,72,0.00245562,72,0.00757834
72.1,0.00039979,72.1,0.00245056,72.1,0.00755893
72.2,0.000399651,72.2,0.00244552,72.2,0.00753959
72.3,0.000399511,72.3,0.0024405,72.3,0.00752031
72.4,0.00039937,72.4,0.00243549,72.4,0.00750109
72.5,0.00039923,72.5,0.00243049,72.5,0.00748192
72.6,0.000399089,72.6,0.00242551,72.6,0.00746282
72.7,0.000398948,72.7,0.00242054,72.7,0.00744377
72.8,0.000398807,72.8,0.00241559,72.8,0.00742478
72.9,0.000398666,72.9,0.00241066,72.9,0.00740585
73,0.000398524,73,0.00240574,73,0.00738697
73.1,0.000398383,73.1,0.00240083,73.1,0.00736816
73.2,0.000398241,73.2,0.00239594,73.2,0.0073494
73.3,0.000398099,73.3,0.00239106,73.3,0.0073307
73.4,0.000397956,73.4,0.0023862,73.4,0.00731206
73.5,0.000397814,73.5,0.00238135,73.5,0.00729348
73.6,0.000397671,73.6,0.00237651,73.6,0.00727495
73.7,0.000397528,73.7,0.00237169,73.7,0.00725648
73.8,0.000397385,73.8,0.00236689,73.8,0.00723806
73.9,0.000397241,73.9,0.00236209,73.9,0.0072197
74,0.000397098,74,0.00235732,74,0.00720139
74.1,0.000396954,74.1,0.00235255,74.1,0.00718315
74.2,0.00039681,74.2,0.0023478,74.2,0.00716496
74.3,0.000396666,74.3,0.00234307,74.3,0.00714682
74.4,0.000396521,74.4,0.00233835,74.4,0.00712874
74.5,0.000396377,74.5,0.00233364,74.5,0.00711071
74.6,0.000396232,74.6,0.00232894,74.6,0.00709274
74.7,0.000396087,74.7,0.00232426,74.7,0.00707482
74.8,0.000395942,74.8,0.0023196,74.8,0.00705696
74.9,0.000395797,74.9,0.00231494,74.9,0.00703915
75,0.000395651,75,0.0023103,75,0.0070214
75.1,0.000395505,75.1,0.00230568,75.1,0.0070037
75.2,0.00039536,75.2,0.00230107,75.2,0.00698605
75.3,0.000395214,75.3,0.00229647,75.3,0.00696846
75.4,0.000395067,75.4,0.00229188,75.4,0.00695092
75.5,0.000394921,75.5,0.00228731,75.5,0.00693344
75.6,0.000394774,75.6,0.00228275,75.6,0.006916
75.7,0.000394628,75.7,0.0022782,75.7,0.00689862
75.8,0.000394481,75.8,0.00227367,75.8,0.00688129
75.9,0.000394334,75.9,0.00226915,75.9,0.00686402
76,0.000394186,76,0.00226465,76,0.0068468
76.1,0.000394039,76.1,0.00226015,76.1,0.00682963
76.2,0.000393891,76.2,0.00225567,76.2,0.00681251
76.3,0.000393743,76.3,0.0022512,76.3,0.00679544
76.4,0.000393595,76.4,0.00224675,76.4,0.00677843
76.5,0.000393447,76.5,0.00224231,76.5,0.00676146
76.6,0.000393299,76.6,0.00223788,76.6,0.00674455
76.7,0.000393151,76.7,0.00223346,76.7,0.00672769
76.8,0.000393002,76.8,0.00222906,76.8,0.00671088
76.9,0.000392853,76.9,0.00222467,76.9,0.00669412
77,0.000392704,77,0.00222029,77,0.00667741
77.1,0.000392555,77.1,0.00221593,77.1,0.00666075
77.2,0.000392406,77.2,0.00221157,77.2,0.00664414
77.3,0.000392256,77.3,0.00220723,77.3,0.00662758
77.4,0.000392107,77.4,0.0022029,77.4,0.00661107
77.5,0.000391957,77.5,0.00219859,77.5,0.00659461
77.6,0.000391807,77.6,0.00219429,77.6,0.0065782
77.7,0.000391657,77.7,0.00218999,77.7,0.00656184
77.8,0.000391507,77.8,0.00218572,77.8,0.00654553
77.9,0.000391357,77.9,0.00218145,77.9,0.00652927
78,0.000391206,78,0.0021772,78,0.00651305
78.1,0.000391056,78.1,0.00217295,78.1,0.00649689
78.2,0.000390905,78.2,0.00216872,78.2,0.00648078
78.3,0.000390754,78.3,0.00216451,78.3,0.00646471
78.4,0.000390603,78.4,0.0021603,78.4,0.00644869
78.5,0.000390452,78.5,0.0021561,78.5,0.00643272
78.6,0.0003903,78.6,0.00215192,78.6,0.0064168
78.7,0.000390149,78.7,0.00214775,78.7,0.00640092
78.8,0.000389997,78.8,0.00214359,78.8,0.00638509
78.9,0.000389845,78.9,0.00213945,78.9,0.00636931
79,0.000389693,79,0.00213531,79,0.00635358
79.1,0.000389541,79.1,0.00213119,79.1,0.00633789
79.2,0.000389389,79.2,0.00212708,79.2,0.00632225
79.3,0.000389237,79.3,0.00212298,79.3,0.00630666
79.4,0.000389084,79.4,0.00211889,79.4,0.00629112
79.5,0.000388932,79.5,0.00211481,79.5,0.00627562
79.6,0.000388779,79.6,0.00211075,79.6,0.00626017
79.7,0.000388626,79.7,0.00210669,79.7,0.00624476
79.8,0.000388473,79.8,0.00210265,79.8,0.0062294
79.9,0.00038832,79.9,0.00209862,79.9,0.00621408
80,0.000388167,80,0.0020946,80,0.00619881
80.1,0.000388014,80.1,0.00209059,80.1,0.00618359
80.2,0.00038786,80.2,0.00208659,80.2,0.00616841
80.3,0.000387707,80.3,0.00208261,80.3,0.00615328
80.4,0.000387553,80.4,0.00207863,80.4,0.0061382
80.5,0.000387399,80.5,0.00207467,80.5,0.00612315
80.6,0.000387245,80.6,0.00207072,80.6,0.00610816
80.7,0.000387091,80.7,0.00206677,80.7,0.0060932
80.8,0.000386937,80.8,0.00206284,80.8,0.00607829
80.9,0.000386783,80.9,0.00205892,80.9,0.00606343
81,0.000386628,81,0.00205501,81,0.00604861
81.1,0.000386474,81.1,0.00205112,81.1,0.00603384
81.2,0.000386319,81.2,0.00204723,81.2,0.00601911
81.3,0.000386164,81.3,0.00204335,81.3,0.00600442
81.4,0.000386009,81.4,0.00203949,81.4,0.00598978
81.5,0.000385854,81.5,0.00203563,81.5,0.00597518
81.6,0.000385699,81.6,0.00203179,81.6,0.00596062
81.7,0.000385544,81.7,0.00202796,81.7,0.00594611
81.8,0.000385389,81.8,0.00202413,81.8,0.00593164
81.9,0.000385233,81.9,0.00202032,81.9,0.00591721
82,0.000385078,82,0.00201652,82,0.00590282
82.1,0.000384922,82.1,0.00201273,82.1,0.00588848
82.2,0.000384766,82.2,0.00200895,82.2,0.00587419
82.3,0.000384611,82.3,0.00200518,82.3,0.00585993
82.4,0.000384455,82.4,0.00200142,82.4,0.00584572
82.5,0.000384299,82.5,0.00199767,82.5,0.00583155
82.6,0.000384143,82.6,0.00199393,82.6,0.00581742
82.7,0.000383986,82.7,0.0019902,82.7,0.00580333
82.8,0.00038383,82.8,0.00198649,82.8,0.00578928
82.9,0.000383673,82.9,0.00198278,82.9,0.00577528
