Test potential (mV),2020_Aslanidi_2009_purkinje,Test potential (mV),2020_Decker_2009,Test potential (mV),2020_DiFrancesco_1985,Test potential (mV),2020_Grandi_2010,Test potential (mV),2020_Hund_2004,Test potential (mV),2020_Iyer 2004,Test potential (mV),2020_Li_2010,Test potential (mV),2020_Livshitz_2007,Test potential (mV),2020_Luo_1994,Test potential (mV),2020_Mahajan_2008,Test potential (mV),2020_Matsuoka_2003,Test potential (mV),2020_Noble_1991,Test potential (mV),2020_Noble_1998,Test potential (mV),2020_ohara_2011,Test potential (mV),2020_Shannon_2004,Test potential (mV),2020_ten_Tusscher_2004,Test potential (mV),2020_ten_Tusscher_2006,Test potential (mV),2020_Tomek_2019,Test potential (mV),2020_Winslow_1999,Test potential (mV),Bartolucci 2020 (epi),Test potential (mV),Cabo 2003 (Non-infarcted) (ICaL),Test potential (mV),Cortassa 2006 (ICaL),Test potential (mV),Faber 2007 (ICaL),Test potential (mV),Fink_2008,Test potential (mV),Fox 2002,Test potential (mV),Grandi 2011,Test potential (mV),Heijman 2011,Test potential (mV),Hilgemann 1987,Test potential (mV),Hund 2008 (NZ)(ICaL),Test potential (mV),Jafri 1998,Test potential (mV),Kernik 2019 (ICaL),Test potential (mV),Li 2011 (ICaL),Test potential (mV),Michailova 2005,Test potential (mV),Nordin 1993 (ICaL),Test potential (mV),Paci 2013 (atrial-like),Test potential (mV),Pasek 2006,Test potential (mV),Sato 2006 (ICaL),Test potential (mV),Trovato 2020,Test potential (mV),Wilders 1991 (ICaL),Test potential (mV),Zeng 1995 (ICaL),Test potential (mV),Liu 1993 (ICaL)
-2.01,-0.232726,-2.01,-0.141739,-2.01,-1.54685,-2.01,-0.137334,-2.01,-0.232726,-2.01,-0.129554,-2.01,-0.415958,-2.01,-0.232732,-2.01,-0.150847,-2.01,-0.141806,-2.01,-0.203524,-2.01,-1.76571,-2.01,-0.615227,-2.01,-0.150662,-2.01,-0.137336,-2.01,-0.141739,-2.01,-0.682506,-2.01,-0.264631,-2.01,-0.14144,-2.01,-0.150658,-2.01,-0.157797,-2.01,-0.141601,-2.01,-0.150675,-2.01,-0.68249,-2.01,-0.141736,-2.01,-0.137334,-2.01,-0.141742,-2.01,-1.50791,-2.01,-0.141739,-2.01,-0.142144,-2.01,-0.137334,-2.01,-0.232726,-2.01,-0.272066,-2.01,-1.53898,-2.01,-0.141739,-2.01,-0.142297,-2.01,-0.141762,-2.01,-0.150662,-2.01,-1.5462,-2.01,-0.150271,-2.01,-0.881637
-0.01,-0.219114,-0.01,-0.131636,-0.01,-1.4694,-0.01,-0.127026,-0.01,-0.219114,-0.01,-0.118492,-0.01,-0.386126,-0.01,-0.219121,-0.01,-0.140041,-0.01,-0.131587,-0.01,-0.188512,-0.01,-1.69985,-0.01,-0.589881,-0.01,-0.139906,-0.01,-0.127028,-0.01,-0.131636,-0.01,-0.642591,-0.01,-0.245742,-0.01,-0.131308,-0.01,-0.139903,-0.01,-0.146526,-0.01,-0.131482,-0.01,-0.139922,-0.01,-0.642578,-0.01,-0.131626,-0.01,-0.127026,-0.01,-0.131638,-0.01,-1.45009,-0.01,-0.131636,-0.01,-0.131952,-0.01,-0.127026,-0.01,-0.219114,-0.01,-0.262103,-0.01,-1.48487,-0.01,-0.131636,-0.01,-0.131659,-0.01,-0.131656,-0.01,-0.139906,-0.01,-1.4688,-0.01,-0.139542,-0.01,-0.864755
1.99,-0.205936,1.99,-0.122024,1.99,-1.39183,1.99,-0.117206,1.99,-0.205936,1.99,-0.107864,1.99,-0.357755,1.99,-0.205944,1.99,-0.129738,1.99,-0.121964,1.99,-0.174217,1.99,-1.63433,1.99,-0.564571,1.99,-0.12965,1.99,-0.117208,1.99,-0.122024,1.99,-0.60395,1.99,-0.227744,1.99,-0.121664,1.99,-0.129646,1.99,-0.135759,1.99,-0.121854,1.99,-0.129668,1.99,-0.603939,1.99,-0.122008,1.99,-0.117206,1.99,-0.122026,1.99,-1.39258,1.99,-0.122024,1.99,-0.122257,1.99,-0.117206,1.99,-0.205936,1.99,-0.252386,1.99,-1.43117,1.99,-0.122025,1.99,-0.121563,1.99,-0.122041,1.99,-0.12965,1.99,-1.39128,1.99,-0.129311,1.99,-0.845465
3.99,-0.193206,3.99,-0.112903,3.99,-1.31417,3.99,-0.107871,3.99,-0.193206,3.99,-0.0976679,3.99,-0.330842,3.99,-0.193215,3.99,-0.119937,3.99,-0.112789,3.99,-0.160637,3.99,-1.56918,3.99,-0.539303,3.99,-0.119892,3.99,-0.107874,3.99,-0.112903,3.99,-0.566621,3.99,-0.210634,3.99,-0.112508,3.99,-0.119888,3.99,-0.125496,3.99,-0.112717,3.99,-0.119913,3.99,-0.566612,3.99,-0.11288,3.99,-0.107871,3.99,-0.112905,3.99,-1.3354,3.99,-0.112903,3.99,-0.113056,3.99,-0.107873,3.99,-0.193206,3.99,-0.242913,3.99,-1.37792,3.99,-0.112904,3.99,-0.11201,3.99,-0.112918,3.99,-0.119892,3.99,-1.31366,3.99,-0.119577,3.99,-0.823423
5.99,-0.180936,5.99,-0.104269,5.99,-1.23644,5.99,-0.0990199,5.99,-0.180936,5.99,-0.0879003,5.99,-0.305377,5.99,-0.180945,5.99,-0.110636,5.99,-0.104107,5.99,-0.147767,5.99,-1.50446,5.99,-0.514087,5.99,-0.110629,5.99,-0.0990222,5.99,-0.104269,5.99,-0.530639,5.99,-0.194408,5.99,-0.103836,5.99,-0.110624,5.99,-0.115734,5.99,-0.104066,5.99,-0.110652,5.99,-0.530633,5.99,-0.104239,5.99,-0.0990199,5.99,-0.10427,5.99,-1.27859,5.99,-0.104269,5.99,-0.104348,5.99,-0.0990216,5.99,-0.180936,5.99,-0.233685,5.99,-1.32517,5.99,-0.10427,5.99,-0.102996,5.99,-0.104281,5.99,-0.110629,5.99,-1.23598,5.99,-0.110336,5.99,-0.798238
7.99,-0.169135,7.99,-0.0961166,7.99,-1.15866,7.99,-0.0906462,7.99,-0.169135,7.99,-0.0785561,7.99,-0.281344,7.99,-0.169145,7.99,-0.101828,7.99,-0.0959135,7.99,-0.1356,7.99,-1.4402,7.99,-0.488932,7.99,-0.101856,7.99,-0.0906484,7.99,-0.0961166,7.99,-0.496036,7.99,-0.179054,7.99,-0.0956408,7.99,-0.101851,7.99,-0.106467,7.99,-0.0958959,7.99,-0.101881,7.99,-0.496031,7.99,-0.0960791,7.99,-0.0906462,7.99,-0.096118,7.99,-1.2222,7.99,-0.0961166,7.99,-0.0961263,7.99,-0.0906482,7.99,-0.169135,7.99,-0.2247,7.99,-1.27294,7.99,-0.0961187,7.99,-0.0945127,7.99,-0.0961267,7.99,-0.101856,7.99,-1.15826,7.99,-0.101584,7.99,-0.769461
9.99,-0.157812,9.99,-0.0884389,9.99,-1.08088,9.99,-0.0827425,9.99,-0.157812,9.99,-0.0696284,9.99,-0.258721,9.99,-0.157823,9.99,-0.0935051,9.99,-0.0882,9.99,-0.124124,9.99,-1.37645,9.99,-0.463846,9.99,-0.0935643,9.99,-0.0827447,9.99,-0.0884389,9.99,-0.462835,9.99,-0.16456,9.99,-0.0879159,9.99,-0.0935588,9.99,-0.0976876,9.99,-0.0882002,9.99,-0.0935916,9.99,-0.462833,9.99,-0.0883932,9.99,-0.0827425,9.99,-0.08844,9.99,-1.16627,9.99,-0.0884389,9.99,-0.0883834,9.99,-0.0827449,9.99,-0.157812,9.99,-0.215957,9.99,-1.2213,9.99,-0.0884412,9.99,-0.0865523,9.99,-0.0884469,9.99,-0.0935643,9.99,-1.08053,9.99,-0.093313,9.99,-0.736579
11.99,-0.146974,11.99,-0.0812261,11.99,-1.00313,11.99,-0.0752997,11.99,-0.146974,11.99,-0.0611089,11.99,-0.237478,11.99,-0.146986,11.99,-0.085659,11.99,-0.0809571,11.99,-0.113326,11.99,-1.31325,11.99,-0.43884,11.99,-0.0857454,11.99,-0.0753019,11.99,-0.0812261,11.99,-0.431056,11.99,-0.150909,11.99,-0.0806509,11.99,-0.0857395,11.99,-0.0893865,11.99,-0.0809691,11.99,-0.0857751,11.99,-0.431055,11.99,-0.0811717,11.99,-0.0752997,11.99,-0.0812269,11.99,-1.11084,11.99,-0.0812261,11.99,-0.0811097,11.99,-0.0753023,11.99,-0.146974,11.99,-0.207456,11.99,-1.17028,11.99,-0.0812286,11.99,-0.0791031,11.99,-0.0812322,11.99,-0.0857454,11.99,-1.00283,11.99,-0.0855133,11.99,-0.699007
13.99,-0.136626,13.99,-0.0744672,13.99,-0.925444,13.99,-0.0683065,13.99,-0.136626,13.99,-0.0529881,13.99,-0.217583,13.99,-0.136638,13.99,-0.0782779,13.99,-0.0741735,13.99,-0.103189,13.99,-1.25064,13.99,-0.413926,13.99,-0.0783879,13.99,-0.0683086,13.99,-0.0744672,13.99,-0.400712,13.99,-0.13808,13.99,-0.073834,13.99,-0.0783817,13.99,-0.0815525,13.99,-0.0741914,13.99,-0.07842,13.99,-0.400712,13.99,-0.0744031,13.99,-0.0683065,13.99,-0.0744678,13.99,-1.05595,13.99,-0.0744672,13.99,-0.0742941,13.99,-0.0683093,13.99,-0.136626,13.99,-0.199195,13.99,-1.11994,13.99,-0.0744699,13.99,-0.0721516,13.99,-0.0744717,13.99,-0.0783879,13.99,-0.92519,13.99,-0.0781738,13.99,-0.656076
15.99,-0.126768,15.99,-0.0681493,15.99,-0.847857,15.99,-0.0617502,15.99,-0.126768,15.99,-0.0452551,15.99,-0.198997,15.99,-0.126781,15.99,-0.0713485,15.99,-0.0678359,15.99,-0.0936943,15.99,-1.18869,15.99,-0.389113,15.99,-0.071479,15.99,-0.0617522,15.99,-0.0681493,15.99,-0.371808,15.99,-0.126052,15.99,-0.0674518,15.99,-0.0714724,15.99,-0.0741726,15.99,-0.0678543,15.99,-0.0715135,15.99,-0.37181,15.99,-0.0680747,15.99,-0.0617502,15.99,-0.0681497,15.99,-1.00167,15.99,-0.0681493,15.99,-0.0679234,15.99,-0.0617531,15.99,-0.126768,15.99,-0.191172,15.99,-1.07032,15.99,-0.0681521,15.99,-0.0656823,15.99,-0.0681523,15.99,-0.071479,15.99,-0.847657,15.99,-0.0712817,15.99,-0.607021
17.99,-0.117402,17.99,-0.0622582,17.99,-0.770413,17.99,-0.0556165,17.99,-0.117402,17.99,-0.0378984,17.99,-0.181677,17.99,-0.117416,17.99,-0.0648566,17.99,-0.0619299,17.99,-0.0848218,17.99,-1.12743,17.99,-0.364414,17.99,-0.0650043,17.99,-0.0556185,17.99,-0.0622582,17.99,-0.344346,17.99,-0.114797,17.99,-0.061489,17.99,-0.0649973,17.99,-0.0672326,17.99,-0.0619437,17.99,-0.0650413,17.99,-0.344349,17.99,-0.062172,17.99,-0.0556165,17.99,-0.0622585,17.99,-0.948031,17.99,-0.0622582,17.99,-0.0619833,17.99,-0.0556196,17.99,-0.117402,17.99,-0.183386,17.99,-1.02148,17.99,-0.0622612,17.99,-0.0596781,17.99,-0.06226,17.99,-0.0650043,17.99,-0.770267,17.99,-0.0648229,17.99,-0.55097
19.99,-0.108525,19.99,-0.0567785,19.99,-0.693154,19.99,-0.0498901,19.99,-0.108525,19.99,-0.0309052,19.99,-0.165577,19.99,-0.10854,19.99,-0.0587863,19.99,-0.0564397,19.99,-0.0765484,19.99,-1.06692,19.99,-0.339841,19.99,-0.0589484,19.99,-0.0498921,19.99,-0.0567785,19.99,-0.318318,19.99,-0.104289,19.99,-0.0559293,19.99,-0.0589409,19.99,-0.0607168,19.99,-0.0564441,19.99,-0.0589878,19.99,-0.318322,19.99,-0.0566793,19.99,-0.0498901,19.99,-0.0567786,19.99,-0.89509,19.99,-0.0567785,19.99,-0.056458,19.99,-0.0498932,19.99,-0.108525,19.99,-0.175833,19.99,-0.97347,19.99,-0.0567815,19.99,-0.0541204,19.99,-0.0567791,19.99,-0.0589484,19.99,-0.693062,19.99,-0.0587817,19.99,-0.486925
21.99,-0.100133,21.99,-0.0516935,21.99,-0.616123,21.99,-0.0445545,21.99,-0.100133,21.99,-0.0242623,21.99,-0.150647,21.99,-0.100149,21.99,-0.0531208,21.99,-0.0513482,21.99,-0.0688499,21.99,-1.00722,21.99,-0.315406,21.99,-0.0532945,21.99,-0.0445564,21.99,-0.0516935,21.99,-0.293711,21.99,-0.0944975,21.99,-0.050755,21.99,-0.0532867,21.99,-0.0546087,21.99,-0.0513389,21.99,-0.0533364,21.99,-0.293717,21.99,-0.0515798,21.99,-0.0445545,21.99,-0.0516935,21.99,-0.842901,21.99,-0.0516935,21.99,-0.0513306,21.99,-0.0445577,21.99,-0.100133,21.99,-0.168512,21.99,-0.926349,21.99,-0.0516966,21.99,-0.0489895,21.99,-0.0516932,21.99,-0.0532945,21.99,-0.616087,21.99,-0.0531417,21.99,-0.413745
23.99,-0.092219,23.99,-0.0469861,23.99,-0.539364,23.99,-0.0395923,23.99,-0.092219,23.99,-0.0179557,23.99,-0.136836,23.99,-0.0922365,23.99,-0.0478423,23.99,-0.0466378,23.99,-0.061701,23.99,-0.948373,23.99,-0.29112,23.99,-0.0480254,23.99,-0.0395941,23.99,-0.0469861,23.99,-0.270508,23.99,-0.0853914,23.99,-0.0459474,23.99,-0.0480171,23.99,-0.0488908,23.99,-0.0466108,23.99,-0.0480698,23.99,-0.270514,23.99,-0.046856,23.99,-0.0395923,23.99,-0.0469859,23.99,-0.791514,23.99,-0.0469861,23.99,-0.0465837,23.99,-0.0395955,23.99,-0.092219,23.99,-0.16142,23.99,-0.880169,23.99,-0.0469891,23.99,-0.0442649,23.99,-0.0469849,23.99,-0.0480254,23.99,-0.539384,23.99,-0.0478854,23.99,-0.330127
25.99,-0.084775,25.99,-0.0426381,25.99,-0.462922,25.99,-0.0349857,25.99,-0.084775,25.99,-0.011971,25.99,-0.124089,25.99,-0.0847937,25.99,-0.0429327,25.99,-0.0422901,25.99,-0.0550753,25.99,-0.890439,25.99,-0.266998,25.99,-0.0431229,25.99,-0.0349874,25.99,-0.0426381,25.99,-0.248683,25.99,-0.0769384,25.99,-0.041487,25.99,-0.0431141,25.99,-0.043545,25.99,-0.0422419,25.99,-0.0431698,25.99,-0.24869,25.99,-0.0424894,25.99,-0.0349857,25.99,-0.0426378,25.99,-0.740982,25.99,-0.0426381,25.99,-0.042199,25.99,-0.0349889,25.99,-0.084775,25.99,-0.154553,25.99,-0.834985,25.99,-0.0426411,25.99,-0.0399252,25.99,-0.0426363,25.99,-0.0431229,25.99,-0.462999,25.99,-0.0429947,25.99,-0.234582
27.99,-0.0777907,27.99,-0.0386312,27.99,-0.386841,27.99,-0.0307163,27.99,-0.0777907,27.99,-0.00629369,27.99,-0.11235,27.99,-0.0778106,27.99,-0.0383732,27.99,-0.0382863,27.99,-0.048946,27.99,-0.833468,27.99,-0.243049,27.99,-0.0385685,27.99,-0.0307179,27.99,-0.0386312,27.99,-0.228206,27.99,-0.0691053,27.99,-0.0373535,27.99,-0.0385592,27.99,-0.0385526,27.99,-0.0382137,27.99,-0.0386179,27.99,-0.228214,27.99,-0.0384615,27.99,-0.0307163,27.99,-0.0386309,27.99,-0.691358,27.99,-0.0386312,27.99,-0.0381577,27.99,-0.0307194,27.99,-0.0777907,27.99,-0.14791,27.99,-0.790851,27.99,-0.0386342,27.99,-0.035949,27.99,-0.0386288,27.99,-0.0385685,27.99,-0.386976,27.99,-0.0384514,27.99,-0.12541
29.99,-0.071254,29.99,-0.0349467,29.99,-0.311165,29.99,-0.0267654,29.99,-0.071254,29.99,-0.000908747,29.99,-0.101565,29.99,-0.0712751,29.99,-0.0341448,29.99,-0.0346074,29.99,-0.0432856,29.99,-0.777512,29.99,-0.219288,29.99,-0.0343434,29.99,-0.026767,29.99,-0.0349467,29.99,-0.209042,29.99,-0.0618586,29.99,-0.0335263,29.99,-0.0343337,29.99,-0.033895,29.99,-0.0345077,29.99,-0.0343954,29.99,-0.20905,29.99,-0.034753,29.99,-0.0267654,29.99,-0.0349464,29.99,-0.642691,29.99,-0.0349467,29.99,-0.034441,29.99,-0.0267685,29.99,-0.071254,29.99,-0.141486,29.99,-0.747819,29.99,-0.0349497,29.99,-0.0323145,29.99,-0.0349439,29.99,-0.0343434,29.99,-0.311358,29.99,-0.0342365,29.99,-0.000666444
31.99,-0.0651514,31.99,-0.031566,31.99,-0.235937,31.99,-0.0231145,31.99,-0.0651514,31.99,0.00419876,31.99,-0.0916777,31.99,-0.0651738,31.99,-0.0302285,31.99,-0.0312344,31.99,-0.038067,31.99,-0.72262,31.99,-0.195725,31.99,-0.030429,31.99,-0.023116,31.99,-0.031566,31.99,-0.191151,31.99,-0.0551646,31.99,-0.0299843,31.99,-0.0304188,31.99,-0.0295532,31.99,-0.0311051,31.99,-0.0304836,31.99,-0.19116,31.99,-0.0313448,31.99,-0.0231145,31.99,-0.0315656,31.99,-0.595032,31.99,-0.031566,31.99,-0.03103,31.99,-0.0231176,31.99,-0.0651514,31.99,-0.135278,31.99,-0.705941,31.99,-0.0315689,31.99,-0.0289999,31.99,-0.0315629,31.99,-0.030429,31.99,-0.236188,31.99,-0.0303315,31.99,0.141869
33.99,-0.0594679,33.99,-0.0284705,33.99,-0.161197,33.99,-0.0197451,33.99,-0.0594679,33.99,0.00904383,33.99,-0.0826318,33.99,-0.0594918,33.99,-0.0266053,33.99,-0.0281483,33.99,-0.0332629,33.99,-0.66884,33.99,-0.172372,33.99,-0.0268064,33.99,-0.0197465,33.99,-0.0284705,33.99,-0.17449,33.99,-0.0489898,33.99,-0.026706,33.99,-0.0267957,33.99,-0.0255086,33.99,-0.0279873,33.99,-0.0268636,33.99,-0.174499,33.99,-0.0282177,33.99,-0.0197451,33.99,-0.02847,33.99,-0.548427,33.99,-0.0284705,33.99,-0.0279057,33.99,-0.0197481,33.99,-0.0594679,33.99,-0.129283,33.99,-0.665264,33.99,-0.0284733,33.99,-0.025984,33.99,-0.0284671,33.99,-0.0268064,33.99,-0.161507,33.99,-0.0267175,33.99,0.304735
35.99,-0.0541877,35.99,-0.0256418,35.99,-0.0869844,35.99,-0.0166388,35.99,-0.0541877,35.99,0.0136414,35.99,-0.0743729,35.99,-0.0542129,35.99,-0.0232566,35.99,-0.0253305,35.99,-0.0288464,35.99,-0.616217,35.99,-0.149238,35.99,-0.0234572,35.99,-0.0166401,35.99,-0.0256418,35.99,-0.159011,35.99,-0.0433013,35.99,-0.0236698,35.99,-0.023446,35.99,-0.0217424,35.99,-0.0251362,35.99,-0.023517,35.99,-0.15902,35.99,-0.0253528,35.99,-0.0166388,35.99,-0.0256413,35.99,-0.502919,35.99,-0.0256418,35.99,-0.0250497,35.99,-0.0166417,35.99,-0.0541877,35.99,-0.123496,35.99,-0.625835,35.99,-0.0256444,35.99,-0.0232457,35.99,-0.0256382,35.99,-0.0234572,35.99,-0.0873536,35.99,-0.0233763,35.99,0.49083
37.99,-0.0492937,37.99,-0.0230619,37.99,-0.0133342,37.99,-0.0137778,37.99,-0.0492937,37.99,0.0180061,37.99,-0.0668475,37.99,-0.0493204,37.99,-0.0201641,37.99,-0.0227626,37.99,-0.0247913,37.99,-0.564791,37.99,-0.126335,37.99,-0.0203633,37.99,-0.0137791,37.99,-0.0230619,37.99,-0.144665,37.99,-0.0380666,37.99,-0.0208539,37.99,-0.0203516,37.99,-0.0182367,37.99,-0.0225336,37.99,-0.0204258,37.99,-0.144674,37.99,-0.0227313,37.99,-0.0137778,37.99,-0.0230614,37.99,-0.45855,37.99,-0.0230619,37.99,-0.0224437,37.99,-0.0137806,37.99,-0.0492937,37.99,-0.117915,37.99,-0.587695,37.99,-0.0230645,37.99,-0.0207647,37.99,-0.0230582,37.99,-0.0203633,37.99,-0.013763,37.99,-0.0202897,37.99,0.703469
39.99,-0.0447683,39.99,-0.0207135,39.99,0.0597214,39.99,-0.0111447,39.99,-0.0447683,39.99,0.0221525,39.99,-0.0600036,39.99,-0.0447964,39.99,-0.0173102,39.99,-0.0204271,39.99,-0.0210722,39.99,-0.5146,39.99,-0.103669,39.99,-0.0175072,39.99,-0.0111459,39.99,-0.0207135,39.99,-0.1314,39.99,-0.0332544,39.99,-0.0182365,39.99,-0.017495,39.99,-0.0149737,39.99,-0.0201622,39.99,-0.0175724,39.99,-0.131409,39.99,-0.020335,39.99,-0.0111447,39.99,-0.020713,39.99,-0.415355,39.99,-0.0207135,39.99,-0.0200701,39.99,-0.0111474,39.99,-0.0447683,39.99,-0.112533,39.99,-0.550883,39.99,-0.0207159,39.99,-0.0185214,39.99,-0.0207097,39.99,-0.0175072,39.99,0.0592327,39.99,-0.0174403,39.99,0.946436
41.99,-0.0405932,41.99,-0.0185796,41.99,0.132154,41.99,-0.00872271,41.99,-0.0405932,41.99,0.0260948,41.99,-0.0537908,41.99,-0.0406228,41.99,-0.0146776,41.99,-0.0183067,41.99,-0.0176642,41.99,-0.465675,41.99,-0.0812496,41.99,-0.0148718,41.99,-0.00872382,41.99,-0.0185796,41.99,-0.119162,41.99,-0.0288342,41.99,-0.0157954,41.99,-0.0148591,41.99,-0.0119364,41.99,-0.0180051,41.99,-0.0149397,41.99,-0.119171,41.99,-0.0181458,41.99,-0.00872271,41.99,-0.0185791,41.99,-0.373366,41.99,-0.0185796,41.99,-0.0179118,41.99,-0.00872533,41.99,-0.0405932,41.99,-0.107349,41.99,-0.51543,41.99,-0.0185819,41.99,-0.0164969,41.99,-0.0185758,41.99,-0.0148718,41.99,0.131605,41.99,-0.014811,41.99,1.22406
43.99,-0.0367498,43.99,-0.016644,43.99,0.20394,43.99,-0.00649569,43.99,-0.0367498,43.99,0.0298467,43.99,-0.0481611,43.99,-0.036781,43.99,-0.0122498,43.99,-0.0163851,43.99,-0.0145438,43.99,-0.418043,43.99,-0.0590825,43.99,-0.0124408,43.99,-0.00649673,43.99,-0.016644,43.99,-0.107898,43.99,-0.0247769,43.99,-0.0135083,43.99,-0.0124276,43.99,-0.00910832,43.99,-0.0160461,43.99,-0.0125115,43.99,-0.107906,43.99,-0.0161466,43.99,-0.00649569,43.99,-0.0166435,43.99,-0.332611,43.99,-0.016644,43.99,-0.0159524,43.99,-0.00649821,43.99,-0.0367498,43.99,-0.102357,43.99,-0.481365,43.99,-0.0166463,43.99,-0.0146734,43.99,-0.0166403,43.99,-0.0124408,43.99,0.203331,43.99,-0.0123857,43.99,1.54128
45.99,-0.0332196,45.99,-0.0148914,45.99,0.27506,45.99,-0.00444825,45.99,-0.0332196,45.99,0.0334218,45.99,-0.0430684,45.99,-0.0332523,45.99,-0.0100112,45.99,-0.0146465,45.99,-0.0116883,45.99,-0.371726,45.99,-0.0371728,45.99,-0.0101987,45.99,-0.00444922,45.99,-0.0148914,45.99,-0.0975513,45.99,-0.0210544,45.99,-0.0113526,45.99,-0.010185,45.99,-0.00647376,45.99,-0.0142698,45.99,-0.0102721,45.99,-0.0975599,45.99,-0.0143203,45.99,-0.00444825,45.99,-0.0148909,45.99,-0.293109,45.99,-0.0148914,45.99,-0.0141763,45.99,-0.00445066,45.99,-0.0332196,45.99,-0.0975526,45.99,-0.44871,45.99,-0.0148935,45.99,-0.0130337,45.99,-0.0148877,45.99,-0.0101987,45.99,0.27439,45.99,-0.0101486,45.99,1.90374
47.99,-0.0299838,47.99,-0.0133069,47.99,0.345501,47.99,-0.00256576,47.99,-0.0299838,47.99,0.036833,47.99,-0.0384692,47.99,-0.0300181,47.99,-0.00794676,47.99,-0.0130762,47.99,-0.00907628,47.99,-0.326739,47.99,-0.0155242,47.99,-0.00813053,47.99,-0.00256667,47.99,-0.0133069,47.99,-0.0880686,47.99,-0.0176403,47.99,-0.00930519,47.99,-0.00811627,47.99,-0.00401779,47.99,-0.0126615,47.99,-0.00820671,47.99,-0.0880769,47.99,-0.0126507,47.99,-0.00256576,47.99,-0.0133064,47.99,-0.254878,47.99,-0.0133069,47.99,-0.0125687,47.99,-0.00256807,47.99,-0.0299838,47.99,-0.0929318,47.99,-0.417481,47.99,-0.0133089,47.99,-0.0115618,47.99,-0.0133033,47.99,-0.00813053,47.99,0.344771,47.99,-0.008085,47.99,2.3179
49.99,-0.0270239,49.99,-0.0118767,49.99,0.415254,49.99,-0.000834395,49.99,-0.0270239,49.99,0.0400926,49.99,-0.0343221,49.99,-0.0270598,49.99,-0.00604233,49.99,-0.01166,49.99,-0.00668739,49.99,-0.283092,49.99,0.00586099,49.99,-0.00622226,49.99,-0.000835243,49.99,-0.0118767,49.99,-0.0793953,49.99,-0.0145095,49.99,-0.00734212,49.99,-0.00620747,49.99,-0.00172625,49.99,-0.0112072,49.99,-0.00630124,49.99,-0.0794033,49.99,-0.011122,49.99,-0.000834395,49.99,-0.0118762,49.99,-0.217925,49.99,-0.0118767,49.99,-0.0111154,49.99,-0.000836607,49.99,-0.0270239,49.99,-0.0884899,49.99,-0.387688,49.99,-0.0118785,49.99,-0.0102428,49.99,-0.0118732,49.99,-0.00622226,49.99,0.414463,49.99,-0.00618091,49.99,2.79114
51.99,-0.0243218,51.99,-0.0105876,51.99,0.484316,51.99,0.000758859,51.99,-0.0243218,51.99,0.0432125,51.99,-0.0305884,51.99,-0.0243594,51.99,-0.00428461,51.99,-0.0103848,51.99,-0.0045025,51.99,-0.240789,51.99,0.026982,51.99,-0.00446067,51.99,0.00075807,51.99,-0.0105876,51.99,-0.071478,51.99,-0.0116383,51.99,-0.00543855,51.99,-0.00444534,51.99,0.000414193,51.99,-0.00989401,51.99,-0.00454247,51.99,-0.0714857,51.99,-0.00971902,51.99,0.000758859,51.99,-0.0105872,51.99,-0.182255,51.99,-0.0105876,51.99,-0.00980319,51.99,0.000756746,51.99,-0.0243218,51.99,-0.0842225,51.99,-0.359335,51.99,-0.0105894,51.99,-0.00906261,51.99,-0.0105843,51.99,-0.00446067,51.99,0.483464,51.99,-0.00442309,51.99,3.33187
53.99,-0.0218598,53.99,-0.00942748,53.99,0.552691,53.99,0.0022262,53.99,-0.0218598,53.99,0.0462042,53.99,-0.0272318,53.99,-0.0218991,53.99,-0.0026611,53.99,-0.00923811,53.99,-0.00250371,53.99,-0.199825,53.99,0.0478397,53.99,-0.00283334,53.99,0.00222547,53.99,-0.00942748,53.99,-0.0642648,53.99,-0.00900454,53.99,-0.00356821,53.99,-0.00281746,53.99,0.00241608,53.99,-0.00870951,53.99,-0.00291797,53.99,-0.0642722,53.99,-0.00842688,53.99,0.0022262,53.99,-0.00942706,53.99,-0.147864,53.99,-0.00942748,53.99,-0.00861971,53.99,0.00222418,53.99,-0.0218598,53.99,-0.0801248,53.99,-0.332418,53.99,-0.00942909,53.99,-0.00800819,53.99,-0.00942433,53.99,-0.00283334,53.99,0.551778,53.99,-0.00279917,53.99,3.94973
55.99,-0.0196207,55.99,-0.00838476,55.99,0.620386,55.99,0.00357901,55.99,-0.0196207,55.99,0.0490784,55.99,-0.0242184,55.99,-0.0196617,55.99,-0.00116013,55.99,-0.00820846,55.99,-0.000674265,55.99,-0.160192,55.99,0.0684362,55.99,-0.00132864,55.99,0.00357833,55.99,-0.00838476,55.99,-0.0577054,55.99,-0.00658746,55.99,-0.00170292,55.99,-0.00131222,55.99,0.00429113,55.99,-0.00764231,55.99,-0.00141613,55.99,-0.0577124,55.99,-0.00723116,55.99,0.00357901,55.99,-0.00838436,55.99,-0.114743,55.99,-0.00838476,55.99,-0.00755333,55.99,0.00357709,55.99,-0.0196207,55.99,-0.0761923,55.99,-0.306929,55.99,-0.00838626,55.99,-0.00706747,55.99,-0.00838177,55.99,-0.00132864,55.99,0.619412,55.99,-0.00129755,55.99,4.65572
