Test potential (mV),Aslanidi 2009 atrial,Test potential (mV),Aslanidi 2009 Purkinje,Test potential (mV),Bartolucci 2020 (epi),Test potential (mV),Beeler-Reuter 1977,Test potential (mV),Bondarenko 2004 apical,Test potential (mV),Cabo 2003 (Non-infarcted) (ICaL),Test potential (mV),Corrias 2011,Test potential (mV),Cortassa 2006 (ICaL),Test potential (mV),Courtemanche 1998,Test potential (mV),Decker 2009,Test potential (mV),Demir 1994,Test potential (mV),DiFrancesco 1985 ICaL study,Test potential (mV),Dokos 1996 (ICaL Only),Test potential (mV),Faber 2007 (ICaL),Test potential (mV),Fink 2008,Test potential (mV),Fox 2002,Test potential (mV),Grandi 2010 ICaL study,Test potential (mV),Grandi 2011,Test potential (mV),Heijman 2011,Test potential (mV),Hilgemann 1987,Test potential (mV),Hund 2008 (NZ)(ICaL),Test potential (mV),Hund Rudy 2004,Test potential (mV),Inada 2009 (atrio-nodal),Test potential (mV),Iyer 2004 ICaL study,Test potential (mV),Jafri 1998,Test potential (mV),Kernik 2019 (ICaL),Test potential (mV),Koivumaki 2011 ICaL study,Test potential (mV),Kurata 2002 ICaL study,Test potential (mV),Li 2010,Test potential (mV),Li 2011 (ICaL),Test potential (mV),Lindblad 1996,Test potential (mV),Liu 1993 (ICaL),Test potential (mV),Livshitz 2007 (ICaL),Test potential (mV),Lovell 2004 (ICaL),Test potential (mV),Luo 1994 ICaL study,Test potential (mV),Mahajan 2008,Test potential (mV),Matsuoka 2003 ICaL study,Test potential (mV),McAllister 1975 (Model B),Test potential (mV),Michailova 2005,Test potential (mV),Noble 1991 ICaL study,Test potential (mV),Noble 1998 ICaL study,Test potential (mV),Nordin 1993 (ICaL),Test potential (mV),Nygren 1998,Test potential (mV),O'Hara 2011 ICaL study,Test potential (mV),Paci 2013 (atrial-like),Test potential (mV),Pandit 2001 (epi),Test potential (mV),Pasek 2006,Test potential (mV),Priebe 1998,Test potential (mV),Ramirez 2000,Test potential (mV),Sato 2006 (ICaL),Test potential (mV),Shannon 2004 ICaL study,Test potential (mV),ten Tusscher 2004 (epi),Test potential (mV),ten Tusscher 2006 (epi),Test potential (mV),Tomek 2019 ICaL study,Test potential (mV),Trovato 2020,Test potential (mV),Varela 2016 (right atrium),Test potential (mV),Wilders 1991 (ICaL),Test potential (mV),Winslow 1999 ICaL study,Test potential (mV),Zeng 1995 (ICaL),Test potential (mV),Zhang 2000
-4.01,-0.857696,-4.01,-0.4857,-4.01,-0.778959,-4.01,-0.922281,-4.01,-0.888914,-4.01,-0.281011,-4.01,-0.947665,-4.01,-0.826589,-4.01,-0.888086,-4.01,-0.544815,-4.01,-0.988763,-4.01,-1,-4.01,-0.855815,-4.01,-0.826147,-4.01,-0.530721,-4.01,-0.969529,-4.01,-0.862081,-4.01,-0.963522,-4.01,-0.53875,-4.01,-0.96076,-4.01,-0.54986,-4.01,-0.249914,-4.01,-0.622803,-4.01,-0.85425,-4.01,-0.976901,-4.01,-0.882124,-4.01,-0.867659,-4.01,-0.993464,-4.01,-0.818203,-4.01,-0.662719,-4.01,-0.534035,-4.01,-0.965634,-4.01,-0.529035,-4.01,-0.985764,-4.01,-0.978282,-4.01,-0.838816,-4.01,-0.963316,-4.01,-0.877588,-4.01,-0.871302,-4.01,-0.999536,-4.01,-0.99412,-4.01,-0.985828,-4.01,-0.87678,-4.01,-0.786866,-4.01,-0.932189,-4.01,-0.687061,-4.01,-0.996446,-4.01,-0.566759,-4.01,-0.895036,-4.01,-0.896374,-4.01,-1,-4.01,-0.92466,-4.01,-0.967124,-4.01,-0.684208,-4.01,-0.947166,-4.01,-0.54224,-4.01,-0.897402,-4.01,-0.858883,-4.01,-0.977793,-4.01,-0.982664
-2.01,-0.905585,-2.01,-0.566947,-2.01,-0.891348,-2.01,-0.944476,-2.01,-0.944684,-2.01,-0.356199,-2.01,-0.973722,-2.01,-0.918177,-2.01,-0.930559,-2.01,-0.605243,-2.01,-1,-2.01,-0.994593,-2.01,-0.91477,-2.01,-0.883438,-2.01,-0.60177,-2.01,-0.919781,-2.01,-0.926289,-2.01,-0.9919,-2.01,-0.601059,-2.01,-0.982913,-2.01,-0.63857,-2.01,-0.260949,-2.01,-0.708995,-2.01,-0.917615,-2.01,-0.942349,-2.01,-0.834071,-2.01,-0.921674,-2.01,-1,-2.01,-0.891075,-2.01,-0.729855,-2.01,-0.609932,-2.01,-0.98331,-2.01,-0.612214,-2.01,-0.969355,-2.01,-0.997643,-2.01,-0.899211,-2.01,-0.929898,-2.01,-0.863526,-2.01,-0.95662,-2.01,-0.990752,-2.01,-0.980668,-2.01,-0.99701,-2.01,-0.932066,-2.01,-0.898359,-2.01,-0.976718,-2.01,-0.742217,-2.01,-0.98958,-2.01,-0.663241,-2.01,-0.94223,-2.01,-0.953235,-2.01,-0.985847,-2.01,-0.96547,-2.01,-0.990924,-2.01,-0.784086,-2.01,-0.992833,-2.01,-0.656014,-2.01,-0.949956,-2.01,-0.943187,-2.01,-0.997387,-2.01,-0.964542
-0.01,-0.942734,-0.01,-0.65157,-0.01,-0.966326,-0.01,-0.96262,-0.01,-0.979033,-0.01,-0.444266,-0.01,-0.989632,-0.01,-0.974559,-0.01,-0.962762,-0.01,-0.667263,-0.01,-0.997892,-0.01,-0.979609,-0.01,-0.958391,-0.01,-0.93063,-0.01,-0.67509,-0.01,-0.851959,-0.01,-0.971463,-0.01,-1,-0.01,-0.664475,-0.01,-0.995643,-0.01,-0.727897,-0.01,-0.268848,-0.01,-0.788956,-0.01,-0.964121,-0.01,-0.899032,-0.01,-0.783124,-0.01,-0.96076,-0.01,-0.994315,-0.01,-0.947806,-0.01,-0.794348,-0.01,-0.684034,-0.01,-0.995025,-0.01,-0.69669,-0.01,-0.948168,-0.01,-1,-0.01,-0.947004,-0.01,-0.889913,-0.01,-0.849037,-0.01,-0.997746,-0.01,-0.975414,-0.01,-0.96141,-0.01,-1,-0.01,-0.970337,-0.01,-0.970676,-0.01,-0.999038,-0.01,-0.794974,-0.01,-0.980221,-0.01,-0.757977,-0.01,-0.974475,-0.01,-0.987914,-0.01,-0.958961,-0.01,-0.990717,-0.01,-1,-0.01,-0.867518,-0.01,-1,-0.01,-0.762956,-0.01,-0.984335,-0.01,-0.988306,-0.01,-1,-0.01,-0.94186
1.99,-0.969634,1.99,-0.735487,1.99,-1,1.99,-0.976865,1.99,-0.996266,1.99,-0.543181,1.99,-0.997726,1.99,-0.999786,1.99,-0.984676,1.99,-0.729376,1.99,-0.984946,1.99,-0.95657,1.99,-0.98635,1.99,-0.966281,1.99,-0.747832,1.99,-0.770102,1.99,-0.995901,1.99,-0.989678,1.99,-0.727601,1.99,-1,1.99,-0.812388,1.99,-0.273659,1.99,-0.858529,1.99,-0.991833,1.99,-0.850327,1.99,-0.730861,1.99,-0.985663,1.99,-0.978547,1.99,-0.984567,1.99,-0.853562,1.99,-0.753511,1.99,-1,1.99,-0.77803,1.99,-0.9231,1.99,-0.987283,1.99,-0.980852,1.99,-0.845508,1.99,-0.834061,1.99,-1,1.99,-0.954951,1.99,-0.937733,1.99,-0.995901,1.99,-0.992324,1.99,-1,1.99,-1,1.99,-0.845199,1.99,-0.967942,1.99,-0.842353,1.99,-0.993088,1.99,-1,1.99,-0.922185,1.99,-1,1.99,-0.995567,1.99,-0.931307,1.99,-0.977349,1.99,-0.853914,1.99,-1,1.99,-1,1.99,-0.987551,1.99,-0.915533
3.99,-0.987324,3.99,-0.813947,3.99,-0.997407,3.99,-0.987439,3.99,-1,3.99,-0.648443,3.99,-1,3.99,-1,3.99,-0.996801,3.99,-0.789754,3.99,-0.963456,3.99,-0.926793,3.99,-0.999621,3.99,-0.989507,3.99,-0.816052,3.99,-0.677847,3.99,-1,3.99,-0.963852,3.99,-0.788692,3.99,-0.997015,3.99,-0.886191,3.99,-0.275767,3.99,-0.914878,3.99,-1,3.99,-0.798638,3.99,-0.678486,3.99,-0.998069,3.99,-0.954701,3.99,-1,3.99,-0.904939,3.99,-0.815971,3.99,-0.997543,3.99,-0.851451,3.99,-0.894868,3.99,-0.962002,3.99,-0.99841,3.99,-0.798399,3.99,-0.818549,3.99,-0.971696,3.99,-0.930507,3.99,-0.910716,3.99,-0.985762,3.99,-1,3.99,-0.991834,3.99,-0.985174,3.99,-0.891564,3.99,-0.951539,3.99,-0.910122,3.99,-1,3.99,-0.99147,3.99,-0.878154,3.99,-0.993811,3.99,-0.979452,3.99,-0.974193,3.99,-0.934832,3.99,-0.923135,3.99,-0.998001,3.99,-0.985997,3.99,-0.962539,3.99,-0.886233
5.99,-0.997047,5.99,-0.882252,5.99,-0.967915,5.99,-0.994619,5.99,-0.99327,5.99,-0.752998,5.99,-0.998034,5.99,-0.981415,5.99,-1,5.99,-0.846311,5.99,-0.935351,5.99,-0.891396,5.99,-1,5.99,-1,5.99,-0.876342,5.99,-0.578115,5.99,-0.985797,5.99,-0.925857,5.99,-0.84573,5.99,-0.987653,5.99,-0.944097,5.99,-0.277843,5.99,-0.956696,5.99,-0.988942,5.99,-0.745686,5.99,-0.626887,5.99,-1,5.99,-0.92453,5.99,-0.995133,5.99,-0.946356,5.99,-0.869683,5.99,-0.987125,5.99,-0.912609,5.99,-0.86404,5.99,-0.926825,5.99,-1,5.99,-0.749907,5.99,-0.802459,5.99,-0.921382,5.99,-0.902988,5.99,-0.88119,5.99,-0.970546,5.99,-0.99585,5.99,-0.956165,5.99,-0.961552,5.99,-0.931974,5.99,-0.929604,5.99,-0.958465,5.99,-0.997297,5.99,-0.965831,5.99,-0.829149,5.99,-0.973511,5.99,-0.954328,5.99,-0.996555,5.99,-0.880879,5.99,-0.969068,5.99,-0.980431,5.99,-0.953759,5.99,-0.927622,5.99,-0.854454
7.99,-1,7.99,-0.936574,7.99,-0.921049,7.99,-0.998705,7.99,-0.978574,7.99,-0.848048,7.99,-0.993015,7.99,-0.949359,7.99,-0.995335,7.99,-0.896825,7.99,-0.902182,7.99,-0.851313,7.99,-0.989642,7.99,-0.998006,7.99,-0.926816,7.99,-0.473019,7.99,-0.956311,7.99,-0.878956,7.99,-0.896551,7.99,-0.972791,7.99,-0.982508,7.99,-0.281857,7.99,-0.984032,7.99,-0.959826,7.99,-0.692734,7.99,-0.576701,7.99,-0.99343,7.99,-0.889482,7.99,-0.972746,7.99,-0.97634,7.99,-0.913704,7.99,-0.968364,7.99,-0.958393,7.99,-0.831071,7.99,-0.884294,7.99,-0.986713,7.99,-0.701023,7.99,-0.785758,7.99,-0.856422,7.99,-0.873107,7.99,-0.849802,7.99,-0.951115,7.99,-0.98235,7.99,-0.90311,7.99,-0.931989,7.99,-0.964204,7.99,-0.901078,7.99,-0.987663,7.99,-0.986937,7.99,-0.927196,7.99,-0.777058,7.99,-0.941227,7.99,-0.923176,7.99,-1,7.99,-0.82156,7.99,-0.993501,7.99,-0.949857,7.99,-0.909479,7.99,-0.885336,7.99,-0.820574
9.99,-0.997181,9.99,-0.974522,9.99,-0.864399,9.99,-1,9.99,-0.957911,9.99,-0.924782,9.99,-0.985806,9.99,-0.908026,9.99,-0.983932,9.99,-0.939124,9.99,-0.865151,9.99,-0.807323,9.99,-0.970698,9.99,-0.984266,9.99,-0.965905,9.99,-0.363913,9.99,-0.914921,9.99,-0.826056,9.99,-0.939027,9.99,-0.953211,9.99,-1,9.99,-0.287779,9.99,-0.997927,9.99,-0.914396,9.99,-0.640746,9.99,-0.52837,9.99,-0.980081,9.99,-0.85071,9.99,-0.936543,9.99,-0.994201,9.99,-0.947865,9.99,-0.940951,9.99,-0.987412,9.99,-0.796331,9.99,-0.836655,9.99,-0.960481,9.99,-0.652481,9.99,-0.768424,9.99,-0.782541,9.99,-0.841436,9.99,-0.817054,9.99,-0.92823,9.99,-0.961683,9.99,-0.840752,9.99,-0.895336,9.99,-0.986563,9.99,-0.865668,9.99,-1,9.99,-0.970606,9.99,-0.879565,9.99,-0.723391,9.99,-0.899571,9.99,-0.887994,9.99,-0.986931,9.99,-0.760825,9.99,-1,9.99,-0.908886,9.99,-0.857859,9.99,-0.837922,9.99,-0.784889
11.99,-0.989328,11.99,-0.995393,11.99,-0.803247,11.99,-0.998803,11.99,-0.932822,11.99,-0.976472,11.99,-0.977017,11.99,-0.86057,11.99,-0.966887,11.99,-0.971287,11.99,-0.825183,11.99,-0.760074,11.99,-0.945104,11.99,-0.959929,11.99,-0.99108,11.99,-0.251516,11.99,-0.864898,11.99,-0.769577,11.99,-0.971277,11.99,-0.9296,11.99,-0.997339,11.99,-0.297701,11.99,-1,11.99,-0.854741,11.99,-0.590456,11.99,-0.482183,11.99,-0.96136,11.99,-0.809111,11.99,-0.89039,11.99,-1,11.99,-0.972629,11.99,-0.904512,11.99,-1,11.99,-0.760145,11.99,-0.785798,11.99,-0.923729,11.99,-0.604815,11.99,-0.750442,11.99,-0.703908,11.99,-0.808423,11.99,-0.783339,11.99,-0.902552,11.99,-0.935639,11.99,-0.774731,11.99,-0.851128,11.99,-0.998353,11.99,-0.823992,11.99,-0.998623,11.99,-0.949678,11.99,-0.826403,11.99,-0.669328,11.99,-0.851261,11.99,-0.849351,11.99,-0.96016,11.99,-0.701062,11.99,-0.992547,11.99,-0.859886,11.99,-0.802272,11.99,-0.787266,11.99,-0.747653
13.99,-0.976907,13.99,-1,13.99,-0.740981,13.99,-0.995397,13.99,-0.904467,13.99,-1,13.99,-0.967068,13.99,-0.809332,13.99,-0.945199,13.99,-0.991858,13.99,-0.78298,13.99,-0.710103,13.99,-0.914488,13.99,-0.926446,13.99,-1,13.99,-0.136057,13.99,-0.809138,13.99,-0.711441,13.99,-0.991871,13.99,-0.902564,13.99,-0.976971,13.99,-0.413372,13.99,-0.992089,13.99,-0.783097,13.99,-0.542394,13.99,-0.438319,13.99,-0.938378,13.99,-0.765372,13.99,-0.837822,13.99,-0.994398,13.99,-0.988874,13.99,-0.858505,13.99,-0.997823,13.99,-0.722794,13.99,-0.733253,13.99,-0.879039,13.99,-0.558414,13.99,-0.731806,13.99,-0.623416,13.99,-0.774432,13.99,-0.748968,13.99,-0.87465,13.99,-0.905619,13.99,-0.708647,13.99,-0.801018,13.99,-1,13.99,-0.777445,13.99,-0.98671,13.99,-0.92523,13.99,-0.770482,13.99,-0.615769,13.99,-0.798807,13.99,-0.807391,13.99,-0.922587,13.99,-0.643624,13.99,-0.974735,13.99,-0.804865,13.99,-0.745055,13.99,-0.734897,13.99,-0.709088
15.99,-0.960147,15.99,-0.990212,15.99,-0.679664,15.99,-0.990042,15.99,-0.8737,15.99,-0.99613,15.99,-0.956246,15.99,-0.75608,15.99,-0.919745,15.99,-1,15.99,-0.739074,15.99,-0.657863,15.99,-0.880148,15.99,-0.885458,15.99,-0.992303,15.99,-0.0174048,15.99,-0.750044,15.99,-0.653117,15.99,-1,15.99,-0.872633,15.99,-0.942326,15.99,-0.542903,15.99,-0.976005,15.99,-0.701713,15.99,-0.496897,15.99,-0.396871,15.99,-0.91199,15.99,-0.720013,15.99,-0.781782,15.99,-0.978482,15.99,-0.997654,15.99,-0.802163,15.99,-0.983288,15.99,-0.684522,15.99,-0.680225,15.99,-0.828885,15.99,-0.513557,15.99,-0.712516,15.99,-0.54301,15.99,-0.739758,15.99,-0.714191,15.99,-0.845017,15.99,-0.872686,15.99,-0.644634,15.99,-0.747479,15.99,-0.992821,15.99,-0.72785,15.99,-0.967023,15.99,-0.898087,15.99,-0.713887,15.99,-0.56339,15.99,-0.744323,15.99,-0.76268,15.99,-0.876981,15.99,-0.589216,15.99,-0.949448,15.99,-0.745442,15.99,-0.687823,15.99,-0.682018,15.99,-0.669389
17.99,-0.939087,17.99,-0.968453,17.99,-0.620492,17.99,-0.982976,17.99,-0.841144,17.99,-0.968612,17.99,-0.944741,17.99,-0.702187,17.99,-0.891269,17.99,-0.995589,17.99,-0.693863,17.99,-0.603731,17.99,-0.84309,17.99,-0.838671,17.99,-0.969679,17.99,0.104828,17.99,-0.689524,17.99,-0.595688,17.99,-0.995554,17.99,-0.840274,17.99,-0.897123,17.99,-0.668365,17.99,-0.953372,17.99,-0.612751,17.99,-0.454134,17.99,-0.357873,17.99,-0.882849,17.99,-0.673422,17.99,-0.724557,17.99,-0.953621,17.99,-1,17.99,-0.734476,17.99,-0.959085,17.99,-0.645537,17.99,-0.627635,17.99,-0.775466,17.99,-0.470442,17.99,-0.692575,17.99,-0.46396,17.99,-0.704641,17.99,-0.67921,17.99,-0.814072,17.99,-0.837631,17.99,-0.583862,17.99,-0.692743,17.99,-0.978598,17.99,-0.67706,17.99,-0.941748,17.99,-0.868866,17.99,-0.658111,17.99,-0.512685,17.99,-0.689477,17.99,-0.716229,17.99,-0.825828,17.99,-0.53816,17.99,-0.918849,17.99,-0.682882,17.99,-0.631713,17.99,-0.629552,17.99,-0.628725
19.99,-0.913633,19.99,-0.937319,19.99,-0.564126,19.99,-0.974416,19.99,-0.807253,19.99,-0.922736,19.99,-0.932679,19.99,-0.648749,19.99,-0.860391,19.99,-0.979201,19.99,-0.647648,19.99,-0.548029,19.99,-0.804071,19.99,-0.787726,19.99,-0.935019,19.99,0.2312,19.99,-0.629032,19.99,-0.539928,19.99,-0.979124,19.99,-0.805897,19.99,-0.844889,19.99,-0.779137,19.99,-0.925575,19.99,-0.51822,19.99,-0.414154,19.99,-0.321312,19.99,-0.851453,19.99,-0.625892,19.99,-0.667831,19.99,-0.921275,19.99,-0.996791,19.99,-0.654186,19.99,-0.927696,19.99,-0.606009,19.99,-0.576176,19.99,-0.720623,19.99,-0.429205,19.99,-0.671994,19.99,-0.387079,19.99,-0.66928,19.99,-0.64419,19.99,-0.782179,19.99,-0.801037,19.99,-0.526893,19.99,-0.638475,19.99,-0.959138,19.99,-0.626652,19.99,-0.912498,19.99,-0.838028,19.99,-0.604168,19.99,-0.464004,19.99,-0.635513,19.99,-0.669137,19.99,-0.771256,19.99,-0.490549,19.99,-0.88449,19.99,-0.618145,19.99,-0.577535,19.99,-0.578191,19.99,-0.587243
21.99,-0.883621,21.99,-0.899197,21.99,-0.51089,21.99,-0.96455,21.99,-0.772359,21.99,-0.864009,21.99,-0.920142,21.99,-0.596636,21.99,-0.827614,21.99,-0.952017,21.99,-0.600652,21.99,-0.491031,21.99,-0.763651,21.99,-0.734098,21.99,-0.891463,21.99,0.362386,21.99,-0.569639,21.99,-0.486367,21.99,-0.951898,21.99,-0.769866,21.99,-0.788625,21.99,-0.86872,21.99,-0.893742,21.99,-0.419925,21.99,-0.376921,21.99,-0.28714,21.99,-0.818178,21.99,-0.577638,21.99,-0.612778,21.99,-0.882922,21.99,-0.988683,21.99,-0.559782,21.99,-0.891216,21.99,-0.566074,21.99,-0.526351,21.99,-0.665817,21.99,-0.389937,21.99,-0.650785,21.99,-0.312877,21.99,-0.63384,21.99,-0.609266,21.99,-0.749647,21.99,-0.763328,21.99,-0.47392,21.99,-0.585809,21.99,-0.935962,21.99,-0.577783,21.99,-0.880396,21.99,-0.805913,21.99,-0.552716,21.99,-0.417584,21.99,-0.583316,21.99,-0.622339,21.99,-0.715016,21.99,-0.446351,21.99,-0.84745,21.99,-0.551954,21.99,-0.525861,21.99,-0.528441,21.99,-0.545066
23.99,-0.84887,23.99,-0.856218,23.99,-0.460909,23.99,-0.953548,23.99,-0.736706,23.99,-0.797308,23.99,-0.907184,23.99,-0.546503,23.99,-0.793343,23.99,-0.915661,23.99,-0.553043,23.99,-0.432972,23.99,-0.722237,23.99,-0.679033,23.99,-0.841935,23.99,0.499128,23.99,-0.512109,23.99,-0.435348,23.99,-0.915504,23.99,-0.732504,23.99,-0.730737,23.99,-0.934554,23.99,-0.85877,23.99,-0.319446,23.99,-0.342355,23.99,-0.25529,23.99,-0.783315,23.99,-0.52882,23.99,-0.560178,23.99,-0.839994,23.99,-0.97609,23.99,-0.44949,23.99,-0.851278,23.99,-0.525837,23.99,-0.478515,23.99,-0.612158,23.99,-0.352689,23.99,-0.628963,23.99,-0.241661,23.99,-0.598463,23.99,-0.574553,23.99,-0.716743,23.99,-0.724815,23.99,-0.424918,23.99,-0.535468,23.99,-0.910164,23.99,-0.531181,23.99,-0.846173,23.99,-0.772769,23.99,-0.504144,23.99,-0.373575,23.99,-0.533482,23.99,-0.576562,23.99,-0.658496,23.99,-0.405461,23.99,-0.808472,23.99,-0.484843,23.99,-0.477053,23.99,-0.480658,23.99,-0.502296
25.99,-0.809226,25.99,-0.810094,25.99,-0.414183,25.99,-0.941557,25.99,-0.700475,25.99,-0.726513,25.99,-0.893839,25.99,-0.498791,25.99,-0.757902,25.99,-0.87201,25.99,-0.504948,25.99,-0.374055,25.99,-0.680124,25.99,-0.623556,25.99,-0.788864,25.99,0.642203,25.99,-0.45696,25.99,-0.387073,25.99,-0.871825,25.99,-0.6941,25.99,-0.673041,25.99,-0.976946,25.99,-0.821364,25.99,-0.218129,25.99,-0.310352,25.99,-0.225673,25.99,-0.747084,25.99,-0.479558,25.99,-0.510509,25.99,-0.793822,25.99,-0.959213,25.99,-0.321239,25.99,-0.809102,25.99,-0.485379,25.99,-0.432904,25.99,-0.560446,25.99,-0.317487,25.99,-0.606546,25.99,-0.173605,25.99,-0.563267,25.99,-0.54015,25.99,-0.6837,25.99,-0.685723,25.99,-0.379738,25.99,-0.487885,25.99,-0.882401,25.99,-0.487219,25.99,-0.810269,25.99,-0.738782,25.99,-0.458654,25.99,-0.332053,25.99,-0.486382,25.99,-0.532314,25.99,-0.602754,25.99,-0.367736,25.99,-0.76806,25.99,-0.417207,25.99,-0.431293,25.99,-0.43508,25.99,-0.45902
27.99,-0.764605,27.99,-0.762236,27.99,-0.370638,27.99,-0.928707,27.99,-0.663799,27.99,-0.654477,27.99,-0.880134,27.99,-0.453767,27.99,-0.721547,27.99,-0.823014,27.99,-0.456459,27.99,-0.314458,27.99,-0.63752,27.99,-0.568493,27.99,-0.734211,27.99,0.792392,27.99,-0.404523,27.99,-0.341638,27.99,-0.822809,27.99,-0.654911,27.99,-0.616838,27.99,-0.997859,27.99,-0.782059,27.99,-0.117086,27.99,-0.280794,27.99,-0.19819,27.99,-0.709654,27.99,-0.429942,27.99,-0.464029,27.99,-0.745631,27.99,-0.93807,27.99,-0.172637,27.99,-0.765545,27.99,-0.444761,27.99,-0.389662,27.99,-0.511227,27.99,-0.28433,27.99,-0.583553,27.99,-0.108788,27.99,-0.528355,27.99,-0.506137,27.99,-0.650715,27.99,-0.646213,27.99,-0.338166,27.99,-0.443289,27.99,-0.852978,27.99,-0.446018,27.99,-0.772911,27.99,-0.704089,27.99,-0.416317,27.99,-0.29304,27.99,-0.442223,27.99,-0.489949,27.99,-0.548571,27.99,-0.333013,27.99,-0.726555,27.99,-0.349339,27.99,-0.388612,27.99,-0.391852,27.99,-0.415307
29.99,-0.715007,29.99,-0.713741,29.99,-0.330159,29.99,-0.915108,29.99,-0.62678,29.99,-0.583168,29.99,-0.866086,29.99,-0.411573,29.99,-0.684478,29.99,-0.77054,29.99,-0.407651,29.99,-0.254335,29.99,-0.594574,29.99,-0.514509,29.99,-0.679465,29.99,0.950452,29.99,-0.354987,29.99,-0.299061,29.99,-0.770323,29.99,-0.61517,29.99,-0.562996,29.99,-1,29.99,-0.741269,29.99,-0.0172135,29.99,-0.253563,29.99,-0.172737,29.99,-0.671156,29.99,-0.380038,29.99,-0.420841,29.99,-0.696485,29.99,-0.91256,29.99,-0.000921797,29.99,-0.721218,29.99,-0.404027,29.99,-0.34886,29.99,-0.464844,29.99,-0.253198,29.99,-0.560003,29.99,-0.0472227,29.99,-0.493815,29.99,-0.472587,29.99,-0.617965,29.99,-0.606405,29.99,-0.29996,29.99,-0.401768,29.99,-0.821946,29.99,-0.407546,29.99,-0.734184,29.99,-0.668792,29.99,-0.377111,29.99,-0.256516,29.99,-0.401089,29.99,-0.44969,29.99,-0.496496,29.99,-0.301125,29.99,-0.684192,29.99,-0.281455,29.99,-0.348941,29.99,-0.351048,29.99,-0.371217
31.99,-0.660531,31.99,-0.665453,31.99,-0.292601,31.99,-0.900857,31.99,-0.589497,31.99,-0.513863,31.99,-0.851713,31.99,-0.372264,31.99,-0.646854,31.99,-0.716268,31.99,-0.358577,31.99,-0.193824,31.99,-0.551393,31.99,-0.462126,31.99,-0.625743,31.99,1.11709,31.99,-0.308435,31.99,-0.259306,31.99,-0.716045,31.99,-0.575087,31.99,-0.512077,31.99,-0.986265,31.99,-0.699303,31.99,0.0807876,31.99,-0.228533,31.99,-0.149201,31.99,-0.631686,31.99,-0.329897,31.99,-0.380933,31.99,-0.647324,31.99,-0.882514,31.99,0.197085,31.99,-0.676583,31.99,-0.363208,31.99,-0.310513,31.99,-0.421485,31.99,-0.224057,31.99,-0.535916,31.99,0.0111297,31.99,-0.459726,31.99,-0.439561,31.99,-0.585599,31.99,-0.566383,31.99,-0.264871,31.99,-0.363321,31.99,-0.789206,31.99,-0.371691,31.99,-0.694089,31.99,-0.632971,31.99,-0.340955,31.99,-0.222427,31.99,-0.362978,31.99,-0.411674,31.99,-0.44577,31.99,-0.271899,31.99,-0.641132,31.99,-0.213718,31.99,-0.312141,31.99,-0.312686,31.99,-0.326799
33.99,-0.601366,33.99,-0.61804,33.99,-0.257809,33.99,-0.886038,33.99,-0.552007,33.99,-0.447332,33.99,-0.837029,33.99,-0.335832,33.99,-0.608797,33.99,-0.661626,33.99,-0.30928,33.99,-0.133045,33.99,-0.508048,33.99,-0.411743,33.99,-0.573837,33.99,1.29294,33.99,-0.264869,33.99,-0.222293,33.99,-0.661403,33.99,-0.53485,33.99,-0.464391,33.99,-0.959475,33.99,-0.656407,33.99,0.176392,33.99,-0.20558,33.99,-0.127469,33.99,-0.59132,33.99,-0.279559,33.99,-0.344218,33.99,-0.598913,33.99,-0.847746,33.99,0.425035,33.99,-0.632015,33.99,-0.32233,33.99,-0.274594,33.99,-0.381218,33.99,-0.196857,33.99,-0.511311,33.99,0.0663461,33.99,-0.426154,33.99,-0.407115,33.99,-0.55375,33.99,-0.52621,33.99,-0.232654,33.99,-0.327881,33.99,-0.754598,33.99,-0.338307,33.99,-0.652583,33.99,-0.596688,33.99,-0.307731,33.99,-0.190694,33.99,-0.327827,33.99,-0.375966,33.99,-0.394678,33.99,-0.245163,33.99,-0.59749,33.99,-0.14625,33.99,-0.278039,33.99,-0.276739,33.99,-0.282093
35.99,-0.537789,35.99,-0.571977,35.99,-0.22562,35.99,-0.870723,35.99,-0.514356,35.99,-0.383993,35.99,-0.82205,35.99,-0.302221,35.99,-0.570403,35.99,-0.60777,35.99,-0.259794,35.99,-0.0721046,35.99,-0.464591,35.99,-0.363649,35.99,-0.524294,35.99,1.47851,35.99,-0.224236,35.99,-0.187915,35.99,-0.607553,35.99,-0.494629,35.99,-0.420072,35.99,-0.922295,35.99,-0.612753,35.99,0.269222,35.99,-0.184578,35.99,-0.107427,35.99,-0.550117,35.99,-0.229054,35.99,-0.310557,35.99,-0.551867,35.99,-0.808105,35.99,0.687121,35.99,-0.587867,35.99,-0.281409,35.99,-0.241042,35.99,-0.344027,35.99,-0.171537,35.99,-0.48621,35.99,0.118535,35.99,-0.393159,35.99,-0.375294,35.99,-0.522532,35.99,-0.48593,35.99,-0.203074,35.99,-0.295337,35.99,-0.717964,35.99,-0.307251,35.99,-0.609629,35.99,-0.559992,35.99,-0.277292,35.99,-0.161219,35.99,-0.29553,35.99,-0.342582,35.99,-0.347954,35.99,-0.220752,35.99,-0.553348,35.99,-0.0791448,35.99,-0.246434,35.99,-0.24315,35.99,-0.237134
