Test potential (mV),Aslanidi 2009 atrial,Test potential (mV),Aslanidi 2009 Purkinje,Test potential (mV),beeler_1977_feb,Test potential (mV),Bondarenko 2004 apical,Test potential (mV),Cabo 2003,Test potential (mV),Corrias_2011,Test potential (mV),cortassa 2006,Test potential (mV),Courtemanche 1998,Test potential (mV),Decker 2009,Test potential (mV),Demir_Clark_1999,Test potential (mV),DiFrancesco Noble 1985,Test potential (mV),Dokos_1996,Test potential (mV),Faber_2007,Test potential (mV),Fox_2002,Test potential (mV),Grandi 2010 epi,Test potential (mV),Hilgemann_noble_1987,Test potential (mV),Hund_feb_2004,Test potential (mV),Inada_2009,Test potential (mV),Iyer 2004,Test potential (mV),Jafri_1998,Test potential (mV),Kurata_2002,Test potential (mV),Li 2010,Test potential (mV),Li 2011,Test potential (mV),Lindblad_1996,Test potential (mV),Livshitz_2007,Test potential (mV),LOvell_2004,Test potential (mV),Luo Rudy 1994,Test potential (mV),Mahajan 2008,Test potential (mV),Matsuoka 2003,Test potential (mV),McAlliater_1975,Test potential (mV),Noble 1991,Test potential (mV),Noble 1998,Test potential (mV),Nygren_1998,Test potential (mV),O'Hara-Rudy 2011 (epi),Test potential (mV),Paci_atrial,Test potential (mV),Pandit_2001,Test potential (mV),Priebe 1998,Test potential (mV),Ramirez_2000,Test potential (mV),Shannon 2004,Test potential (mV),ten Tusscher 2004 (epi),Test potential (mV),ten Tusscher 2006 (epi),Test potential (mV),Tomek_2019,Test potential (mV),varela_2016_ra,Test potential (mV),wilders_1991,Test potential (mV),Winslow 1999,Test potential (mV),Zhang_2000,Test potential (mV),Bartolucci 2020,Test potential (mV),Trovato 2020,Inactivation: Test potential (mV),Grandi 2011,Inactivation: Test potential (mV),Heijman 2011,Inactivation: Test potential (mV),Fink_2008,Inactivation: Test potential (mV),Kernik 2019 (ICaL),Inactivation: Test potential (mV),Koivumaki 2011,Inactivation: Test potential (mV),Michailova 2005,Inactivation: Test potential (mV),Nordin 1993 (ICaL),Inactivation: Test potential (mV),Pasek 2006,Inactivation: Test potential (mV),Sato 2006 (ICaL),Inactivation: Test potential (mV),Zeng 1995 (ICaL),Inactivation: Test potential (mV),Hund 2008,Inactivation: Test potential (mV),Liu 1993
-8.01,0.256724,-8.01,0.0150652,-8.01,0.237184,-8.01,0.0733556,-8.01,0.154308,-8.01,0.016169,-8.01,0.0175652,-8.01,0.159244,-8.01,0.24666,-8.01,0.106509,-8.01,0.00592891,-8.01,0.0601736,-8.01,0.239595,-8.01,0.353015,-8.01,0.0977633,-8.01,0.00281646,-8.01,0.0351663,-8.01,0.0374914,-8.01,0.243782,-8.01,0.00392671,-8.01,0.0126862,-8.01,0.0505956,-8.01,0.0116789,-8.01,0.137408,-8.01,0.0220619,-8.01,0.0473181,-8.01,0.0893945,-8.01,0.383178,-8.01,0.0225413,-8.01,0.0963948,-8.01,0.00507201,-8.01,0.177433,-8.01,0.0669958,-8.01,0.390613,-8.01,0.00146288,-8.01,0.0495361,-8.01,0.240617,-8.01,0.0703298,-8.01,0.0563502,-8.01,0.346426,-8.01,0.113552,-8.01,0.400187,-8.01,0.0193829,-8.01,0.129235,-8.01,0.463397,-8.01,0.00713683,-8.01,0.119966,-8.01,0.341656,-8.01,0.0592256,-8.01,0.244476,-8.01,0.0465481,-8.01,0.0106668,-8.01,0.00502919,-8.01,0.467798,-8.01,0.00499714,-8.01,0.0506311,-8.01,0.0481568,-8.01,0.0893945,-8.01,0.0344729,-8.01,0.0149408
-6.01,0.229194,-6.01,0.0124904,-6.01,0.2343,-6.01,0.0483282,-6.01,0.120116,-6.01,0.011435,-6.01,0.0174321,-6.01,0.14983,-6.01,0.230503,-6.01,0.102839,-6.01,0.00398705,-6.01,0.0447398,-6.01,0.211358,-6.01,0.274962,-6.01,0.0922805,-6.01,0.00190708,-6.01,0.0307747,-6.01,0.0282331,-6.01,0.232242,-6.01,0.00357755,-6.01,0.00858003,-6.01,0.0411399,-6.01,0.00932874,-6.01,0.13243,-6.01,0.0193448,-6.01,0.0473546,-6.01,0.0845229,-6.01,0.382118,-6.01,0.0220701,-6.01,0.0951136,-6.01,0.00333932,-6.01,0.173631,-6.01,0.0522631,-6.01,0.36126,-6.01,0.000726059,-6.01,0.0378107,-6.01,0.240552,-6.01,0.0527712,-6.01,0.0564004,-6.01,0.256423,-6.01,0.076397,-6.01,0.370867,-6.01,0.0145804,-6.01,0.0967844,-6.01,0.398027,-6.01,0.00692106,-6.01,0.0803718,-6.01,0.301623,-6.01,0.0502618,-6.01,0.228584,-6.01,0.0361366,-6.01,0.00974016,-6.01,0.00321268,-6.01,0.401012,-6.01,0.00330508,-6.01,0.0376251,-6.01,0.0398286,-6.01,0.0845229,-6.01,0.0309813,-6.01,0.0116331
-4.01,0.208867,-4.01,0.0104435,-4.01,0.236476,-4.01,0.0441122,-4.01,0.0927711,-4.01,0.00808769,-4.01,0.017413,-4.01,0.144278,-4.01,0.221953,-4.01,0.100346,-4.01,0.00266412,-4.01,0.0333019,-4.01,0.188172,-4.01,0.209901,-4.01,0.0886912,-4.01,0.00127455,-4.01,0.0273781,-4.01,0.0213387,-4.01,0.222848,-4.01,0.0035572,-4.01,0.00581906,-4.01,0.0335746,-4.01,0.00743002,-4.01,0.129033,-4.01,0.0172488,-4.01,0.0474541,-4.01,0.0815076,-4.01,0.382433,-4.01,0.0215661,-4.01,0.0940029,-4.01,0.00219007,-4.01,0.171201,-4.01,0.0408374,-4.01,0.329061,-4.01,0.000437687,-4.01,0.0286385,-4.01,0.240566,-4.01,0.0395618,-4.01,0.0564574,-4.01,0.18126,-4.01,0.0507987,-4.01,0.343984,-4.01,0.011046,-4.01,0.0726674,-4.01,0.345951,-4.01,0.00677431,-4.01,0.0560049,-4.01,0.269159,-4.01,0.0437175,-4.01,0.220218,-4.01,0.0281062,-4.01,0.00910772,-4.01,0.00204676,-4.01,0.347636,-4.01,0.00217788,-4.01,0.0273684,-4.01,0.0330613,-4.01,0.0815076,-4.01,0.0281461,-4.01,0.00899899
-2.01,0.194014,-2.01,0.00881443,-2.01,0.242484,-2.01,0.0449263,-2.01,0.0712537,-2.01,0.00572355,-2.01,0.0175036,-2.01,0.142201,-2.01,0.217517,-2.01,0.0986528,-2.01,0.00176222,-2.01,0.024851,-2.01,0.169205,-2.01,0.157569,-2.01,0.0866958,-2.01,0.000843018,-2.01,0.0247338,-2.01,0.0162122,-2.01,0.215131,-2.01,0.00356762,-2.01,0.0039556,-2.01,0.0275347,-2.01,0.00590758,-2.01,0.126731,-2.01,0.0156203,-2.01,0.0476271,-2.01,0.0800542,-2.01,0.383905,-2.01,0.0210566,-2.01,0.093033,-2.01,0.0014322,-2.01,0.169756,-2.01,0.0319665,-2.01,0.299237,-2.01,0.000355849,-2.01,0.0211651,-2.01,0.240621,-2.01,0.0296918,-2.01,0.0565208,-2.01,0.125356,-2.01,0.0343941,-2.01,0.326145,-2.01,0.00845259,-2.01,0.055118,-2.01,0.306827,-2.01,0.00667415,-2.01,0.0421186,-2.01,0.246487,-2.01,0.0390953,-2.01,0.215875,-2.01,0.0218612,-2.01,0.00870978,-2.01,0.00129363,-2.01,0.307467,-2.01,0.00143169,-2.01,0.0195999,-2.01,0.0275516,-2.01,0.0800542,-2.01,0.0258762,-2.01,0.00689455
-0.01,0.183267,-0.01,0.00751609,-0.01,0.251721,-0.01,0.0485821,-0.01,0.0545376,-0.01,0.00405428,-0.01,0.0179946,-0.01,0.1452,-0.01,0.215248,-0.01,0.0975023,-0.01,0.00115563,-0.01,0.0186112,-0.01,0.153705,-0.01,0.116186,-0.01,0.0860181,-0.01,0.00055302,-0.01,0.0226964,-0.01,0.0123982,-0.01,0.208867,-0.01,0.00368345,-0.01,0.00269552,-0.01,0.0227173,-0.01,0.00469918,-0.01,0.125177,-0.01,0.0143658,-0.01,0.0478884,-0.01,0.0798596,-0.01,0.387857,-0.01,0.0209411,-0.01,0.0921805,-0.01,0.000934643,-0.01,0.169638,-0.01,0.0250956,-0.01,0.278293,-0.01,0.000412663,-0.01,0.0153192,-0.01,0.240679,-0.01,0.0224118,-0.01,0.0565906,-0.01,0.0879122,-0.01,0.0243835,-0.01,0.317347,-0.01,0.00664615,-0.01,0.0426312,-0.01,0.278905,-0.01,0.00660581,-0.01,0.0350159,-0.01,0.232501,-0.01,0.0360003,-0.01,0.213628,-0.01,0.0170256,-0.01,0.00845916,-0.01,0.000817561,-0.01,0.278744,-0.01,0.000940028,-0.01,0.0138827,-0.01,0.0230598,-0.01,0.0798596,-0.01,0.0241031,-0.01,0.00523009
1.99,0.175543,1.99,0.00646023,1.99,0.18526,1.99,0.0480959,1.99,0.0416764,1.99,0.00287547,1.99,0.0180643,1.99,0.0964635,1.99,0.214089,1.99,0.0967188,1.99,0.00075258,1.99,0.0139957,1.99,0.140992,1.99,0.0837231,1.99,0.0860253,1.99,0.000360438,1.99,0.0204913,1.99,0.00955266,1.99,0.202364,1.99,0.00366435,1.99,0.00184143,1.99,0.0188761,1.99,0.00374383,1.99,0.12413,1.99,0.0130319,1.99,0.048257,1.99,0.0798733,1.99,0.356786,1.99,0.01876,1.99,0.0914265,1.99,0.000608909,1.99,0.110805,1.99,0.0197105,1.99,0.233276,1.99,0.000176982,1.99,0.0109285,1.99,0.24071,1.99,0.0168895,1.99,0.056667,1.99,0.0589438,1.99,0.0180018,1.99,0.281628,1.99,0.00507047,1.99,0.0334034,1.99,0.259091,1.99,0.00655941,1.99,0.0237161,1.99,0.183022,1.99,0.0341206,1.99,0.212451,1.99,0.0132998,1.99,0.00290225,1.99,0.000488074,1.99,0.258393,1.99,0.000617018,1.99,0.00975886,1.99,0.0193483,1.99,0.0798733,1.99,0.0227244,1.99,0.00393119
3.99,0.169995,3.99,0.00560338,3.99,0.19232,3.99,0.0500924,3.99,0.0318568,3.99,0.00204334,3.99,0.0185869,3.99,0.0991701,3.99,0.213505,3.99,0.0961834,3.99,0.000487365,3.99,0.0105659,3.99,0.130561,3.99,0.0591786,3.99,0.0860548,3.99,0.000233758,3.99,0.0198366,3.99,0.00742015,3.99,0.199124,3.99,0.003756,3.99,0.00126122,3.99,0.015816,3.99,0.00299335,3.99,0.123421,3.99,0.0126115,3.99,0.0487554,3.99,0.0799022,3.99,0.365394,3.99,0.0179254,3.99,0.0907561,3.99,0.000395932,3.99,0.110501,3.99,0.0155278,3.99,0.225375,3.99,0.000242444,3.99,0.00771994,3.99,0.240691,3.99,0.0128574,3.99,0.0567503,3.99,0.0472603,3.99,0.0139274,3.99,0.277513,3.99,0.00409918,3.99,0.0269358,3.99,0.245673,3.99,0.00652802,3.99,0.0233676,3.99,0.176667,3.99,0.0332095,3.99,0.211827,3.99,0.0104387,3.99,0.00284355,3.99,0.000292769,3.99,0.244577,3.99,0.000404993,3.99,0.00682557,3.99,0.0162864,3.99,0.0799022,3.99,0.0217168,3.99,0.00293037
5.99,0.166002,5.99,0.00489686,5.99,0.200614,5.99,0.0522124,5.99,0.0243995,5.99,0.0014581,5.99,0.019323,5.99,0.102981,5.99,0.213212,5.99,0.0958151,5.99,0.00031421,5.99,0.00799571,5.99,0.121971,5.99,0.0412354,5.99,0.0861032,5.99,0.00015107,5.99,0.0189735,5.99,0.00581001,5.99,0.195673,5.99,0.00388512,5.99,0.000865304,5.99,0.0133864,5.99,0.00239866,5.99,0.122935,5.99,0.0120797,5.99,0.04941,5.99,0.0799446,5.99,0.373546,5.99,0.0170168,5.99,0.0901571,5.99,0.000256619,5.99,0.110306,5.99,0.0122515,5.99,0.219337,5.99,0.000350477,5.99,0.00541831,5.99,0.238234,5.99,0.00987552,5.99,0.0568407,5.99,0.0372373,5.99,0.0112972,5.99,0.272113,5.99,0.00336323,5.99,0.0223048,5.99,0.236562,5.99,0.00650684,5.99,0.0235737,5.99,0.171335,5.99,0.0330704,5.99,0.211484,5.99,0.00824565,5.99,0.00280155,5.99,0.000173906,5.99,0.235186,5.99,0.00026552,5.99,0.00475895,5.99,0.0137293,5.99,0.0799446,5.99,0.021018,5.99,0.00216843
7.99,0.163214,7.99,0.00430775,7.99,0.209875,7.99,0.0543646,7.99,0.0187571,7.99,0.00105331,7.99,0.0203233,7.99,0.107745,7.99,0.213066,7.99,0.0955604,7.99,0.000201884,7.99,0.00603999,7.99,0.114882,7.99,0.0284344,7.99,0.0861689,7.99,9.74E-05,7.99,0.0184184,7.99,0.0045805,7.99,0.192953,7.99,0.00406055,7.99,0.000593267,7.99,0.0114768,7.99,0.00191775,7.99,0.122591,7.99,0.0117314,7.99,0.0502514,7.99,0.0799994,7.99,0.381015,7.99,0.0160351,7.99,0.0896196,7.99,0.000166184,7.99,0.110181,7.99,0.00966801,7.99,0.213396,7.99,0.000513349,7.99,0.00378772,7.99,0.229814,7.99,0.00767635,7.99,0.0569388,7.99,0.0308964,7.99,0.00976695,7.99,0.265227,7.99,0.00283778,7.99,0.0189889,7.99,0.230399,7.99,0.00649257,7.99,0.0240583,7.99,0.166846,7.99,0.0335445,7.99,0.211286,7.99,0.00656504,7.99,0.00277148,7.99,0.000102685,7.99,0.228826,7.99,0.000173114,7.99,0.00331239,7.99,0.0115669,7.99,0.0799994,7.99,0.0205854,7.99,0.00159474
9.99,0.161308,9.99,0.00380993,9.99,0.219898,9.99,0.0564701,9.99,0.0144974,9.99,0.000793377,9.99,0.0216427,9.99,0.113319,9.99,0.212994,9.99,0.0953868,9.99,0.000129407,9.99,0.00450342,9.99,0.109023,9.99,0.0194614,9.99,0.0862505,9.99,6.28E-05,9.99,0.0181151,9.99,0.00362384,9.99,0.190843,9.99,0.00429203,9.99,0.000405725,9.99,0.0100139,9.99,0.00151248,9.99,0.122319,9.99,0.0115404,9.99,0.0513114,9.99,0.0800657,9.99,0.387666,9.99,0.0149839,9.99,0.0891353,9.99,0.000107849,9.99,0.110101,9.99,0.00760852,9.99,0.206818,9.99,0.000741163,9.99,0.00264219,9.99,0.213176,9.99,0.00606317,9.99,0.0570449,9.99,0.0272095,9.99,0.00916597,9.99,0.257019,9.99,0.00247614,9.99,0.0166133,9.99,0.226236,9.99,0.00648297,9.99,0.0245831,9.99,0.163161,9.99,0.0344969,9.99,0.211165,9.99,0.00527566,9.99,0.00274993,9.99,6.05E-05,9.99,0.224525,9.99,0.000112202,9.99,0.00230433,9.99,0.00970187,9.99,0.0800657,9.99,0.0203824,9.99,0.00116701
11.99,0.160023,11.99,0.00338012,11.99,0.230521,11.99,0.0584671,11.99,0.0112843,11.99,0.000663307,11.99,0.0233325,11.99,0.119559,11.99,0.21296,11.99,0.0952691,11.99,8.29E-05,11.99,0.00329688,11.99,0.104176,11.99,0.013251,11.99,0.086347,11.99,4.06E-05,11.99,0.0180243,11.99,0.00284935,11.99,0.189228,11.99,0.00458861,11.99,0.000278546,11.99,0.00896006,11.99,0.00113481,11.99,0.122118,11.99,0.0114841,11.99,0.0526078,11.99,0.0801427,11.99,0.393446,11.99,0.0138697,11.99,0.0886976,11.99,7.04E-05,11.99,0.11005,11.99,0.00594256,11.99,0.199541,11.99,0.00103852,11.99,0.00184199,11.99,0.185723,11.99,0.00489428,11.99,0.0571595,11.99,0.0255978,11.99,0.00937652,11.99,0.247839,11.99,0.0022457,11.99,0.0149107,11.99,0.223428,11.99,0.00647652,11.99,0.0249911,11.99,0.160225,11.99,0.035778,11.99,0.211085,11.99,0.00428391,11.99,0.00273448,11.99,3.56E-05,11.99,0.221619,11.99,7.27E-05,11.99,0.00160394,11.99,0.00802557,11.99,0.0801427,11.99,0.0203777,11.99,0.000850727
13.99,0.159168,13.99,0.00299227,13.99,0.241618,13.99,0.0603126,13.99,0.00886028,13.99,0.00067339,13.99,0.0254265,13.99,0.126322,13.99,0.212944,13.99,0.0951896,13.99,5.31E-05,13.99,0.00240226,13.99,0.10017,13.99,0.00899164,13.99,0.0864576,13.99,2.64E-05,13.99,0.0181154,13.99,0.00217979,13.99,0.188006,13.99,0.00495628,13.99,0.000192634,13.99,0.0083137,13.99,0.000817497,13.99,0.121981,13.99,0.0115437,13.99,0.05412,13.99,0.08023,13.99,0.398367,13.99,0.0127019,13.99,0.0883008,13.99,4.64E-05,13.99,0.110018,13.99,0.00464187,13.99,0.191849,13.99,0.00140252,13.99,0.00128512,13.99,0.155349,13.99,0.00407083,13.99,0.0572828,13.99,0.0257211,13.99,0.0102778,13.99,0.238173,13.99,0.00212514,13.99,0.0136901,13.99,0.221536,13.99,0.00647219,13.99,0.0252238,13.99,0.157946,13.99,0.0360286,13.99,0.211028,13.99,0.00351806,13.99,0.0027234,13.99,2.11E-05,13.99,0.219657,13.99,4.71E-05,13.99,0.0011183,13.99,0.00652135,13.99,0.08023,13.99,0.020545,13.99,0.000618429
15.99,0.158603,15.99,0.00249519,15.99,0.253089,15.99,0.0619816,15.99,0.00702948,15.99,0.000870288,15.99,0.027924,15.99,0.133458,15.99,0.212938,15.99,0.095136,15.99,3.41E-05,15.99,0.00174461,15.99,0.0968638,15.99,0.00608937,15.99,0.0865819,15.99,1.73E-05,15.99,0.0183639,15.99,0.0016637,15.99,0.187095,15.99,0.00539489,15.99,0.000134726,15.99,0.00810215,15.99,0.000569362,15.99,0.12189,15.99,0.0117037,15.99,0.0557732,15.99,0.0803271,15.99,0.402485,15.99,0.0114936,15.99,0.0879401,15.99,3.11E-05,15.99,0.109997,15.99,0.00364432,15.99,0.184172,15.99,0.00182275,15.99,0.00089859,15.99,0.126125,15.99,0.00352805,15.99,0.0574153,15.99,0.0273599,15.99,0.01173,15.99,0.228577,15.99,0.00210222,15.99,0.0128151,15.99,0.220262,15.99,0.00646929,15.99,0.0252938,15.99,0.156214,15.99,0.0361019,15.99,0.210985,15.99,0.00292334,15.99,0.00271545,15.99,0.000012519,15.99,0.218335,15.99,3.07E-05,15.99,0.00078203,15.99,0.00528374,15.99,0.0803271,15.99,0.0208622,15.99,0.000448721
17.99,0.158234,17.99,0.00199164,17.99,0.264854,17.99,0.0634639,17.99,0.0056441,17.99,0.00134517,17.99,0.0307731,17.99,0.140817,17.99,0.212936,17.99,0.0950999,17.99,2.20E-05,17.99,0.00126428,17.99,0.0941457,17.99,0.004121,17.99,0.0867192,17.99,1.16E-05,17.99,0.0187505,17.99,0.00127597,17.99,0.18643,17.99,0.00589538,17.99,0.000095754,17.99,0.00835953,17.99,0.000383744,17.99,0.121829,17.99,0.0119519,17.99,0.0574526,17.99,0.080434,17.99,0.405884,17.99,0.0102611,17.99,0.0876115,17.99,2.14E-05,17.99,0.109984,17.99,0.00288277,17.99,0.17694,17.99,0.00228315,17.99,0.000630751,17.99,0.099855,17.99,0.00323127,17.99,0.0575573,17.99,0.0303526,17.99,0.0135803,17.99,0.219573,17.99,0.00217237,17.99,0.0121878,17.99,0.219406,17.99,0.00646734,17.99,0.0252428,17.99,0.154917,17.99,0.0361857,17.99,0.21095,17.99,0.00245796,17.99,0.00270974,17.99,7.51E-06,17.99,0.217443,17.99,2.02E-05,17.99,0.000549396,17.99,0.0042756,17.99,0.080434,17.99,0.0213113,17.99,0.000325264
19.99,0.157995,19.99,0.00155661,19.99,0.27685,19.99,0.0647601,19.99,0.00459321,19.99,0.00223153,19.99,0.0338654,19.99,0.148245,19.99,0.212937,19.99,0.0950757,19.99,1.43E-05,19.99,0.000915186,19.99,0.0919236,19.99,0.00279048,19.99,0.0868694,19.99,7.91E-06,19.99,0.0192603,19.99,0.00098693,19.99,0.18596,19.99,0.00643866,19.99,6.96E-05,19.99,0.00910713,19.99,0.000251378,19.99,0.121789,19.99,0.0122789,19.99,0.0590399,19.99,0.0805503,19.99,0.407025,19.99,0.00902387,19.99,0.0873116,19.99,1.53E-05,19.99,0.109976,19.99,0.0023033,19.99,0.17048,19.99,0.0027649,19.99,0.000445372,19.99,0.0774685,19.99,0.00315587,19.99,0.057709,19.99,0.0345513,19.99,0.0156769,19.99,0.211557,19.99,0.00233818,19.99,0.0117382,19.99,0.21883,19.99,0.00646603,19.99,0.0251139,19.99,0.153958,19.99,0.0362792,19.99,0.210921,19.99,0.00208974,19.99,0.00270563,19.99,4.56E-06,19.99,0.216843,19.99,1.35E-05,19.99,0.000388559,19.99,0.00346035,19.99,0.0805503,19.99,0.0218776,19.99,0.000235761
21.99,0.157839,21.99,0.00119058,21.99,0.289022,21.99,0.0658789,21.99,0.00379372,21.99,0.00373751,21.99,0.037046,21.99,0.155599,21.99,0.212938,21.99,0.0950594,21.99,9.48E-06,21.99,0.000662391,21.99,0.0901224,21.99,0.00189325,21.99,0.0870322,21.99,5.60E-06,21.99,0.019882,21.99,0.000772728,21.99,0.185644,21.99,0.0069975,21.99,5.20E-05,21.99,0.0103628,21.99,0.000161065,21.99,0.121764,21.99,0.0126774,21.99,0.0604471,21.99,0.0806759,21.99,0.407949,21.99,0.00780388,21.99,0.0870375,21.99,1.14E-05,21.99,0.109971,21.99,0.00186342,21.99,0.164975,21.99,0.0032493,21.99,0.000317165,21.99,0.0591823,21.99,0.00328942,21.99,0.0578707,21.99,0.039795,21.99,0.017882,21.99,0.204741,21.99,0.0026095,21.99,0.011416,21.99,0.218443,21.99,0.00646515,21.99,0.0249409,21.99,0.153255,21.99,0.0363817,21.99,0.210897,21.99,0.00179303,21.99,0.00270268,21.99,2.81E-06,21.99,0.216439,21.99,9.28E-06,21.99,0.000277408,21.99,0.00280461,21.99,0.0806759,21.99,0.0225498,21.99,0.000171058
23.99,0.15774,23.99,0.000891121,23.99,0.301326,23.99,0.0668341,23.99,0.00318354,23.99,0.00414722,23.99,0.040142,23.99,0.162742,23.99,0.212939,23.99,0.0950485,23.99,6.42E-06,23.99,0.000479832,23.99,0.0886805,23.99,0.00128923,23.99,0.0872072,23.99,4.14E-06,23.99,0.0206071,23.99,0.00061469,23.99,0.185454,23.99,0.00754151,23.99,4.01E-05,23.99,0.0121596,23.99,0.000101626,23.99,0.121747,23.99,0.0131422,23.99,0.0616299,23.99,0.0808107,23.99,0.408693,23.99,0.00662441,23.99,0.0867864,23.99,8.92E-06,23.99,0.109968,23.99,0.00153007,23.99,0.160467,23.99,0.00372004,23.99,0.000228543,23.99,0.0447377,23.99,0.00363593,23.99,0.0580425,23.99,0.0458893,23.99,0.0200508,23.99,0.199169,23.99,0.00300398,23.99,0.0111851,23.99,0.218183,23.99,0.00646457,23.99,0.0247471,23.99,0.152742,23.99,0.0364928,23.99,0.210878,23.99,0.0015433,23.99,0.00270056,23.99,1.76E-06,23.99,0.216166,23.99,6.58E-06,23.99,0.000200613,23.99,0.00227925,23.99,0.0808107,23.99,0.023319,23.99,0.000124397
25.99,0.157676,25.99,0.000653507,25.99,0.313724,25.99,0.0676421,25.99,0.00271617,25.99,0.00434733,25.99,0.0429985,25.99,0.169557,25.99,0.212941,25.99,0.0950411,25.99,4.49E-06,25.99,0.000348263,25.99,0.0875469,25.99,0.00088311,25.99,0.0873942,25.99,3.22E-06,25.99,0.0214287,25.99,0.000498477,25.99,0.185363,25.99,0.00804346,25.99,3.22E-05,25.99,0.0145443,25.99,6.35E-05,25.99,0.121737,25.99,0.0136685,25.99,0.0625831,25.99,0.0809544,25.99,0.409287,25.99,0.0055088,25.99,0.0865563,25.99,7.37E-06,25.99,0.109966,25.99,0.00127776,25.99,0.156893,25.99,0.00416445,25.99,0.000167305,25.99,0.0336234,25.99,0.00420149,25.99,0.0582243,25.99,0.0526023,25.99,0.0208308,25.99,0.194757,25.99,0.00354761,25.99,0.0110197,25.99,0.218008,25.99,0.00646417,25.99,0.0245472,25.99,0.15237,25.99,0.036612,25.99,0.210861,25.99,0.00121254,25.99,0.00269904,25.99,1.13E-06,25.99,0.215983,25.99,4.88E-06,25.99,0.000147565,25.99,0.00185957,25.99,0.0809544,25.99,0.0241789,25.99,9.08E-05
27.99,0.157635,27.99,0.000470943,27.99,0.326182,27.99,0.0683202,27.99,0.00235694,27.99,0.00464963,27.99,0.0455067,27.99,0.175945,27.99,0.212942,27.99,0.0950362,27.99,3.27E-06,27.99,0.000253584,27.99,0.0866792,27.99,0.000610277,27.99,0.0875928,27.99,2.64E-06,27.99,0.0223384,27.99,0.000413233,27.99,0.185354,27.99,0.00848422,27.99,2.69E-05,27.99,0.01755,27.99,3.96E-05,27.99,0.12173,27.99,0.014251,27.99,0.0633267,27.99,0.0811068,27.99,0.409759,27.99,0.0044787,27.99,0.0863451,27.99,6.39E-06,27.99,0.109964,27.99,0.00108696,27.99,0.154132,27.99,0.00457391,27.99,0.000124999,27.99,0.0252436,27.99,0.00500913,27.99,0.0584163,27.99,0.0575487,27.99,0.0215599,27.99,0.191351,27.99,0.00427376,27.99,0.0109011,27.99,0.217891,27.99,0.00646391,27.99,0.02435,27.99,0.1521,27.99,0.036739,27.99,0.210846,27.99,0.000939499,27.99,0.00269794,27.99,7.41E-07,27.99,0.21586,27.99,3.80E-06,27.99,0.000110925,27.99,0.00152501,27.99,0.0811068,27.99,0.0247264,27.99,0.000066697
# x axis: Inactivation: Test potential (mV); y axis: Inactivation: Normalised peak I_{CaL} current (dimensionless),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
