Test potential (mV),2020_Aslanidi_2009_atrial,Test potential (mV),2020_Aslanidi_2009_purkinje,Test potential (mV),2020_Beeler_1977,Test potential (mV),2020_Bondarenko_2004,Test potential (mV),2020_Cabo_2003,Test potential (mV),2020_Corrias_2011,Test potential (mV),2020_Cortassa_2006,Test potential (mV),2020_Courtemanche_1998,Test potential (mV),2020_Decker_2009,Test potential (mV),2020_Demir 1999,Test potential (mV),2020_DiFrancesco_1985,Test potential (mV),2020_Dokos_1996,Test potential (mV),2020_Faber_2007,Test potential (mV),2020_Fox_2002,Test potential (mV),2020_Grandi_2010,Test potential (mV),2020_Hilgemann_1987,Test potential (mV),2020_Hund_2004,Test potential (mV),2020_Inada_2009,Test potential (mV),2020_Iyer 2004,Test potential (mV),2020_Jafri_1998,Test potential (mV),2020_Kurata_2002,Test potential (mV),2020_Li_2010,Test potential (mV),2020_Li_2011,Test potential (mV),2020_Lindblad_1996,Test potential (mV),2020_Livshitz_2007,Test potential (mV),2020_Lovell_2004,Test potential (mV),2020_Luo_1994,Test potential (mV),2020_Mahajan_2008,Test potential (mV),2020_Matsuoka_2003,Test potential (mV),2020_McAllister_1975,Test potential (mV),2020_Noble_1991,Test potential (mV),2020_Noble_1998,Test potential (mV),2020_Nygren_1998,Test potential (mV),2020_ohara_2011,Test potential (mV),2020_Paci_2013,Test potential (mV),2020_Pandi_2001,Test potential (mV),2020_Priebe_1998,Test potential (mV),2020_Ramirez_2000,Test potential (mV),2020_Shannon_2004,Test potential (mV),2020_ten_Tusscher_2004,Test potential (mV),2020_ten_Tusscher_2006,Test potential (mV),2020_Tomek_2019,Test potential (mV),2020_Varela_2016,Test potential (mV),2020_Wilders_1991,Test potential (mV),2020_Winslow_1999,Test potential (mV),2020_Zhang_2000,Test potential (mV),Bartolucci 2020,Test potential (mV),Trovato 2020,Test potential (mV),Grandi 2011,Test potential (mV),Heijman_2011,Test potential (mV),Fink_2008,Test potential (mV),Hund 2008 (NZ)(ICaL),Test potential (mV),Kernik 2019 (ICaL),Test potential (mV),Koivumaki 2011,Test potential (mV),Michailova 2005,Test potential (mV),Nordin 1993 (ICaL),Test potential (mV),Pasek 2006,Test potential (mV),Sato 2006 (ICaL),Test potential (mV),Zeng 1995 (ICaL),Test potential (mV),Liu 1993
-0.01,0.432901,-0.01,0.254367,-0.01,0.770248,-0.01,0.813232,-0.01,0.164525,-0.01,0.864026,-0.01,0.612996,-0.01,0.748116,-0.01,0.197511,-0.01,0.853285,-0.01,0.778002,-0.01,0.765907,-0.01,0.422064,-0.01,0.915144,-0.01,0.551181,-0.01,0.652833,-0.01,0.0585336,-0.01,0.532723,-0.01,0.387247,-0.01,0.924202,-0.01,0.861659,-0.01,0.578952,-0.01,0.340212,-0.01,0.271974,-0.01,0.268101,-0.01,0.929617,-0.01,0.6708,-0.01,0.524949,-0.01,0.781128,-0.01,0.798064,-0.01,0.891067,-0.01,0.925898,-0.01,0.798186,-0.01,0.76751,-0.01,0.658997,-0.01,0.542451,-0.01,0.686926,-0.01,0.759749,-0.01,0.761954,-0.01,0.652321,-0.01,0.722249,-0.01,0.436866,-0.01,0.53972,-0.01,0.738568,-0.01,0.722929,-0.01,0.87713,-0.01,0.715459,-0.01,0.878679,-0.01,0.682256,-0.01,0.19676,-0.01,0.318333,-0.01,0.329851,-0.01,0.954795,-0.01,0.648751,-0.01,0.644115,-0.01,0.790643,-0.01,0.513619,-0.01,0.692889,-0.01,0.6708,-0.01,0.800083
1.99,0.463801,1.99,0.305501,1.99,0.794082,1.99,0.854674,1.99,0.217109,1.99,0.884465,1.99,0.678551,1.99,0.78943,1.99,0.232903,1.99,0.880145,1.99,0.802044,1.99,0.816765,1.99,0.472888,1.99,0.942503,1.99,0.612391,1.99,0.682772,1.99,0.0633935,1.99,0.59886,1.99,0.437631,1.99,0.943456,1.99,0.887426,1.99,0.6491,1.99,0.388965,1.99,0.309928,1.99,0.31856,1.99,0.942963,1.99,0.714862,1.99,0.586608,1.99,0.803047,1.99,0.807043,1.99,0.907348,1.99,0.939303,1.99,0.844415,1.99,0.853239,1.99,0.711587,1.99,0.576748,1.99,0.775107,1.99,0.798837,1.99,0.794127,1.99,0.710297,1.99,0.765053,1.99,0.506053,1.99,0.62489,1.99,0.792129,1.99,0.789462,1.99,0.891009,1.99,0.799825,1.99,0.926413,1.99,0.731788,1.99,0.232423,1.99,0.375195,1.99,0.397137,1.99,0.965733,1.99,0.688514,1.99,0.71055,1.99,0.816945,1.99,0.549304,1.99,0.75662,1.99,0.714862,1.99,0.822429
3.99,0.492792,3.99,0.360368,3.99,0.815655,3.99,0.886954,3.99,0.280378,3.99,0.900301,3.99,0.733718,3.99,0.825348,3.99,0.272556,3.99,0.901542,3.99,0.823001,3.99,0.85882,3.99,0.523651,3.99,0.962623,3.99,0.668121,3.99,0.709882,3.99,0.0680909,3.99,0.659981,3.99,0.487298,3.99,0.958215,3.99,0.908025,3.99,0.712905,3.99,0.439549,3.99,0.347603,3.99,0.371589,3.99,0.954103,3.99,0.753475,3.99,0.645683,3.99,0.822409,3.99,0.81603,3.99,0.920824,3.99,0.950109,3.99,0.881332,3.99,0.91514,3.99,0.757668,3.99,0.611819,3.99,0.850515,3.99,0.830766,3.99,0.821645,3.99,0.762929,3.99,0.802255,3.99,0.572355,3.99,0.699669,3.99,0.837254,3.99,0.841756,3.99,0.903168,3.99,0.863385,3.99,0.957693,3.99,0.774363,3.99,0.272292,3.99,0.436393,3.99,0.468214,3.99,0.974099,3.99,0.722074,3.99,0.763813,3.99,0.839875,3.99,0.58605,3.99,0.810781,3.99,0.753475,3.99,0.84237
5.99,0.52026,5.99,0.417099,5.99,0.835087,5.99,0.91189,5.99,0.35305,5.99,0.91276,5.99,0.779943,5.99,0.85606,5.99,0.31626,5.99,0.918562,5.99,0.841332,5.99,0.892647,5.99,0.573494,5.99,0.976934,5.99,0.717506,5.99,0.734458,5.99,0.073256,5.99,0.714573,5.99,0.535459,5.99,0.969347,5.99,0.924412,5.99,0.768593,5.99,0.49084,5.99,0.384203,5.99,0.425287,5.99,0.963367,5.99,0.786956,5.99,0.700642,5.99,0.839736,5.99,0.824985,5.99,0.932033,5.99,0.958854,5.99,0.910175,5.99,0.95609,5.99,0.800732,5.99,0.646544,5.99,0.909871,5.99,0.856601,5.99,0.845139,5.99,0.809228,5.99,0.834679,5.99,0.634363,5.99,0.76168,5.99,0.874211,5.99,0.88224,5.99,0.91388,5.99,0.908541,5.99,0.97714,5.99,0.810328,5.99,0.316163,5.99,0.500409,5.99,0.540112,5.99,0.980466,5.99,0.750262,5.99,0.805835,5.99,0.859832,5.99,0.622651,5.99,0.855226,5.99,0.786956,5.99,0.859871
7.99,0.546642,7.99,0.473674,7.99,0.852526,7.99,0.931062,7.99,0.432224,7.99,0.922784,7.99,0.818743,7.99,0.881958,7.99,0.363561,7.99,0.93212,7.99,0.857433,7.99,0.919246,7.99,0.621626,7.99,0.986754,7.99,0.760345,7.99,0.756784,7.99,0.0794994,7.99,0.761958,7.99,0.581512,7.99,0.977535,7.99,0.937429,7.99,0.815481,7.99,0.541723,7.99,0.419172,7.99,0.477781,7.99,0.971017,7.99,0.815792,7.99,0.750392,7.99,0.855434,7.99,0.83387,7.99,0.941401,7.99,0.965958,7.99,0.932361,7.99,0.980814,7.99,0.841936,7.99,0.679638,7.99,0.952668,7.99,0.877441,7.99,0.86521,7.99,0.848751,7.99,0.86376,7.99,0.69114,7.99,0.810913,7.99,0.903783,7.99,0.913364,7.99,0.923342,7.99,0.939388,7.99,0.988629,7.99,0.840345,7.99,0.363589,7.99,0.566148,7.99,0.60976,7.99,0.985293,7.99,0.773994,7.99,0.83884,7.99,0.877186,7.99,0.657716,7.99,0.890662,7.99,0.815792,7.99,0.875077
9.99,0.57235,9.99,0.528228,9.99,0.868137,9.99,0.945788,9.99,0.513692,9.99,0.931067,9.99,0.851424,9.99,0.903552,9.99,0.413759,9.99,0.942961,9.99,0.871639,9.99,0.939783,9.99,0.667366,9.99,0.993197,9.99,0.796922,9.99,0.777115,9.99,0.0869934,9.99,0.802148,9.99,0.625021,9.99,0.983385,9.99,0.947784,9.99,0.853786,9.99,0.591211,9.99,0.452234,9.99,0.527561,9.99,0.977266,9.99,0.840541,9.99,0.794324,9.99,0.869812,9.99,0.842653,9.99,0.949274,9.99,0.971751,9.99,0.949249,9.99,0.993997,9.99,0.879037,9.99,0.709943,9.99,0.980335,9.99,0.894296,9.99,0.882391,9.99,0.88161,9.99,0.890441,9.99,0.742186,9.99,0.848859,9.99,0.927009,9.99,0.937224,9.99,0.931702,9.99,0.959967,9.99,0.995021,9.99,0.865208,9.99,0.413876,9.99,0.632349,9.99,0.674494,9.99,0.988942,9.99,0.794131,9.99,0.864901,9.99,0.892281,9.99,0.689983,9.99,0.918271,9.99,0.840541,9.99,0.888264
11.99,0.597721,11.99,0.579327,11.99,0.882085,11.99,0.957128,11.99,0.592777,11.99,0.938108,11.99,0.87899,11.99,0.921399,11.99,0.465929,11.99,0.951674,11.99,0.884232,11.99,0.955411,11.99,0.710176,11.99,0.997141,11.99,0.827814,11.99,0.795684,11.99,0.096629,11.99,0.835643,11.99,0.665697,11.99,0.987468,11.99,0.956055,11.99,0.88432,11.99,0.63851,11.99,0.483381,11.99,0.573678,11.99,0.982306,11.99,0.861759,11.99,0.832275,11.99,0.883095,11.99,0.851306,11.99,0.955923,11.99,0.97649,11.99,0.962015,11.99,0.999456,11.99,0.909832,11.99,0.73671,11.99,0.995255,11.99,0.908026,11.99,0.897143,11.99,0.908347,11.99,0.914481,11.99,0.78737,11.99,0.877632,11.99,0.944986,11.99,0.955448,11.99,0.939085,11.99,0.973521,11.99,0.998274,11.99,0.885725,11.99,0.466105,11.99,0.696661,11.99,0.732434,11.99,0.991694,11.99,0.811412,11.99,0.885741,11.99,0.905421,11.99,0.718613,11.99,0.939396,11.99,0.861759,11.99,0.899761
13.99,0.622997,13.99,0.626092,13.99,0.894539,13.99,0.965906,13.99,0.665375,13.99,0.944256,13.99,0.902174,13.99,0.936047,13.99,0.518982,13.99,0.958725,13.99,0.895448,13.99,0.967171,13.99,0.749689,13.99,0.999249,13.99,0.853732,13.99,0.812695,13.99,0.144337,13.99,0.863212,13.99,0.70337,13.99,0.990304,13.99,0.962701,13.99,0.908197,13.99,0.683026,13.99,0.512817,13.99,0.61578,13.99,0.986322,13.99,0.87996,13.99,0.864444,13.99,0.895442,13.99,0.859809,13.99,0.961571,13.99,0.980381,13.99,0.971624,13.99,1,13.99,0.933979,13.99,0.759733,13.99,1,13.99,0.919336,13.99,0.909853,13.99,0.92974,13.99,0.935133,13.99,0.826848,13.99,0.899346,13.99,0.958743,13.99,0.969228,13.99,0.945607,13.99,0.982395,13.99,0.999666,13.99,0.902645,13.99,0.519192,13.99,0.756159,13.99,0.782597,13.99,0.993766,13.99,0.826442,13.99,0.902699,13.99,0.916873,13.99,0.743344,13.99,0.955337,13.99,0.87996,13.99,0.909877
15.99,0.648316,15.99,0.668173,15.99,0.905656,15.99,0.972744,15.99,0.728746,15.99,0.949746,15.99,0.921525,15.99,0.948009,15.99,0.571751,15.99,0.964482,15.99,0.905486,15.99,0.975942,15.99,0.785721,15.99,1,15.99,0.875406,15.99,0.828328,15.99,0.204305,15.99,0.885735,15.99,0.737968,15.99,0.992327,15.99,0.968083,15.99,0.926599,15.99,0.724355,15.99,0.540882,15.99,0.653986,15.99,0.989483,15.99,0.895602,15.99,0.891275,15.99,0.906962,15.99,0.868144,15.99,0.966393,15.99,0.983586,15.99,0.97884,15.99,0.997585,15.99,0.952347,15.99,0.779325,15.99,0.996895,15.99,0.928781,15.99,0.920842,15.99,0.946639,15.99,0.952018,15.99,0.860977,15.99,0.915825,15.99,0.96918,15.99,0.979441,15.99,0.951374,15.99,0.988195,15.99,1,15.99,0.916627,15.99,0.571976,15.99,0.808666,15.99,0.824824,15.99,0.995325,15.99,0.839703,15.99,0.916764,15.99,0.926874,15.99,0.764469,15.99,0.96724,15.99,0.895602,15.99,0.918867
17.99,0.673715,17.99,0.705624,17.99,0.915585,17.99,0.97811,17.99,0.78176,17.99,0.95474,17.99,0.937502,17.99,0.957742,17.99,0.623091,17.99,0.969226,17.99,0.914511,17.99,0.982438,17.99,0.818259,17.99,0.999731,17.99,0.893525,17.99,0.84274,17.99,0.271585,17.99,0.904072,17.99,0.769501,17.99,0.993844,17.99,0.972486,17.99,0.940643,17.99,0.76227,17.99,0.567965,17.99,0.688767,17.99,0.991946,17.99,0.909077,17.99,0.913355,17.99,0.917724,17.99,0.876297,17.99,0.970533,17.99,0.986234,17.99,0.984249,17.99,0.993526,17.99,0.96612,17.99,0.796156,17.99,0.987819,17.99,0.93679,17.99,0.930378,17.99,0.959859,17.99,0.965338,17.99,0.890242,17.99,0.928505,17.99,0.977046,17.99,0.986772,17.99,0.956486,17.99,0.991992,17.99,0.99977,17.99,0.928229,17.99,0.623316,17.99,0.853248,17.99,0.859561,17.99,0.996496,17.99,0.851571,17.99,0.92864,17.99,0.935626,17.99,0.782669,17.99,0.976057,17.99,0.909077,17.99,0.926922
19.99,0.699136,19.99,0.738802,19.99,0.924465,19.99,0.982351,19.99,0.824655,19.99,0.959338,19.99,0.95055,19.99,0.965643,19.99,0.67198,19.99,0.97318,19.99,0.922662,19.99,0.987224,19.99,0.847426,19.99,0.998673,19.99,0.908697,19.99,0.856067,19.99,0.342493,19.99,0.919006,19.99,0.798046,19.99,0.995051,19.99,0.976126,19.99,0.951302,19.99,0.796651,19.99,0.594442,19.99,0.720706,19.99,0.993851,19.99,0.920718,19.99,0.931325,19.99,0.927775,19.99,0.884259,19.99,0.974107,19.99,0.98843,19.99,0.9883,19.99,0.988686,19.99,0.976367,19.99,0.811042,19.99,0.974177,19.99,0.94369,19.99,0.938682,19.99,0.97012,19.99,0.975609,19.99,0.915186,19.99,0.938462,19.99,0.982944,19.99,0.991821,19.99,0.961034,19.99,0.994491,19.99,0.999273,19.99,0.93791,19.99,0.672195,19.99,0.89002,19.99,0.887641,19.99,0.997375,19.99,0.862341,19.99,0.938814,19.99,0.943305,19.99,0.798788,19.99,0.98255,19.99,0.920718,19.99,0.934185
21.99,0.724451,21.99,0.768155,21.99,0.932419,21.99,0.985726,21.99,0.858539,21.99,0.963605,21.99,0.961125,21.99,0.972049,21.99,0.71759,21.99,0.976512,21.99,0.930059,21.99,0.990734,21.99,0.87341,21.99,0.996984,21.99,0.921445,21.99,0.868428,21.99,0.413877,21.99,0.93121,21.99,0.823732,21.99,0.996052,21.99,0.979173,21.99,0.959388,21.99,0.827475,21.99,0.620631,21.99,0.750376,21.99,0.995315,21.99,0.930806,21.99,0.945817,21.99,0.937141,21.99,0.892025,21.99,0.977209,21.99,0.990257,21.99,0.991331,21.99,0.98362,21.99,0.983943,21.99,0.824757,21.99,0.95694,21.99,0.949726,21.99,0.94594,21.99,0.978031,21.99,0.983395,21.99,0.936365,21.99,0.946475,21.99,0.987351,21.99,0.995145,21.99,0.965096,21.99,0.996147,21.99,0.998676,21.99,0.946046,21.99,0.717789,21.99,0.919646,21.99,0.91003,21.99,0.998035,21.99,0.872242,21.99,0.947621,21.99,0.950058,21.99,0.813631,21.99,0.987311,21.99,0.930806,21.99,0.940764
23.99,0.749475,23.99,0.794209,23.99,0.93956,23.99,0.988428,23.99,0.884919,23.99,0.967581,23.99,0.969667,23.99,0.977239,23.99,0.759335,23.99,0.979354,23.99,0.9368,23.99,0.993299,23.99,0.896411,23.99,0.994768,23.99,0.932207,23.99,0.879927,23.99,0.483451,23.99,0.941242,23.99,0.846725,23.99,0.996898,23.99,0.981753,23.99,0.965559,23.99,0.854802,23.99,0.646757,23.99,0.778238,23.99,0.996434,23.99,0.939574,23.99,0.957421,23.99,0.945832,23.99,0.899589,23.99,0.979917,23.99,0.991781,23.99,0.993595,23.99,0.978669,23.99,0.989492,23.99,0.837919,23.99,0.936719,23.99,0.95508,23.99,0.952305,23.99,0.98409,23.99,0.989207,23.99,0.954308,23.99,0.953092,23.99,0.990634,23.99,0.997242,23.99,0.96874,23.99,0.997256,23.99,0.998077,23.99,0.952939,23.99,0.759513,23.99,0.943049,23.99,0.927713,23.99,0.99853,23.99,0.881455,23.99,0.95529,23.99,0.956018,23.99,0.827845,23.99,0.990789,23.99,0.939574,23.99,0.946745
25.99,0.773987,25.99,0.817406,25.99,0.945988,25.99,0.990603,25.99,0.905337,25.99,0.971287,25.99,0.976544,25.99,0.981447,25.99,0.796878,25.99,0.981806,25.99,0.942967,25.99,0.995168,25.99,0.916609,25.99,0.992099,25.99,0.941344,25.99,0.890655,25.99,0.549757,25.99,0.949558,25.99,0.867216,25.99,0.997609,25.99,0.983965,25.99,0.97034,25.99,0.878748,25.99,0.672949,25.99,0.804606,25.99,0.997289,25.99,0.94722,25.99,0.966657,25.99,0.953856,25.99,0.906952,25.99,0.982294,25.99,0.993058,25.99,0.995284,25.99,0.974036,25.99,0.993493,25.99,0.850942,25.99,0.913841,25.99,0.959887,25.99,0.957909,25.99,0.988699,25.99,0.993443,25.99,0.969497,25.99,0.958696,25.99,0.993075,25.99,0.998516,25.99,0.972025,25.99,0.99801,25.99,0.99752,25.99,0.95883,25.99,0.797034,25.99,0.961147,25.99,0.941598,25.99,0.998901,25.99,0.890123,25.99,0.961987,25.99,0.961291,25.99,0.841864,25.99,0.993325,25.99,0.94722,25.99,0.952199
27.99,0.797761,27.99,0.838171,27.99,0.951793,27.99,0.992363,27.99,0.921181,27.99,0.974735,27.99,0.982043,27.99,0.984862,27.99,0.830114,27.99,0.983944,27.99,0.948633,27.99,0.996526,27.99,0.934168,27.99,0.989027,27.99,0.949152,27.99,0.900688,27.99,0.611942,27.99,0.956516,27.99,0.88541,27.99,0.998192,27.99,0.985883,27.99,0.974145,27.99,0.899509,27.99,0.699236,27.99,0.829613,27.99,0.99794,27.99,0.95391,27.99,0.973974,27.99,0.961212,27.99,0.914112,27.99,0.984392,27.99,0.994131,27.99,0.996541,27.99,0.969826,27.99,0.996301,27.99,0.864041,27.99,0.888415,27.99,0.964246,27.99,0.962863,27.99,0.992173,27.99,0.996426,27.99,0.982361,27.99,0.963553,27.99,0.994887,27.99,0.999262,27.99,0.975,27.99,0.99853,27.99,0.997027,27.99,0.963912,27.99,0.830247,27.99,0.974821,27.99,0.952476,27.99,0.999179,27.99,0.898355,27.99,0.967826,27.99,0.965972,27.99,0.855916,27.99,0.99517,27.99,0.95391,27.99,0.957185
29.99,0.820576,29.99,0.856845,29.99,0.957053,29.99,0.993794,29.99,0.933605,29.99,0.977932,29.99,0.986389,29.99,0.987637,29.99,0.859126,29.99,0.98583,29.99,0.953858,29.99,0.99751,29.99,0.94925,29.99,0.985589,29.99,0.955872,29.99,0.910098,29.99,0.669514,29.99,0.962402,29.99,0.901515,29.99,0.998659,29.99,0.987566,29.99,0.977293,29.99,0.917302,29.99,0.725553,29.99,0.853241,29.99,0.998436,29.99,0.959786,29.99,0.97975,29.99,0.9679,29.99,0.921071,29.99,0.986255,29.99,0.995037,29.99,0.997474,29.99,0.966083,29.99,0.998178,29.99,0.877264,29.99,0.860392,29.99,0.96823,29.99,0.967263,29.99,0.99476,29.99,0.998393,29.99,0.993267,29.99,0.967842,29.99,0.996231,29.99,0.999678,29.99,0.977707,29.99,0.998897,29.99,0.996607,29.99,0.968337,29.99,0.859238,29.99,0.984832,29.99,0.960993,29.99,0.999387,29.99,0.906242,29.99,0.972915,29.99,0.970142,29.99,0.870053,29.99,0.996511,29.99,0.959786,29.99,0.961757
31.99,0.842239,31.99,0.873705,31.99,0.961838,31.99,0.994961,31.99,0.943512,31.99,0.980881,31.99,0.989776,31.99,0.989899,31.99,0.884145,31.99,0.987509,31.99,0.958693,31.99,0.998222,31.99,0.962018,31.99,0.981814,31.99,0.961699,31.99,0.918942,31.99,0.722169,31.99,0.967434,31.99,0.915734,31.99,0.999023,31.99,0.989056,31.99,0.980025,31.99,0.932411,31.99,0.751766,31.99,0.87537,31.99,0.998814,31.99,0.964966,31.99,0.984297,31.99,0.97392,31.99,0.927833,31.99,0.987916,31.99,0.995805,31.99,0.998165,31.99,0.962808,31.99,0.999326,31.99,0.890535,31.99,0.829616,31.99,0.971892,31.99,0.97119,31.99,0.996655,31.99,0.999535,31.99,1,31.99,0.971688,31.99,0.997226,31.99,0.99989,31.99,0.980179,31.99,0.99916,31.99,0.996254,31.99,0.972226,31.99,0.884238,31.99,0.991849,31.99,0.967691,31.99,0.999544,31.99,0.91385,31.99,0.97733,31.99,0.973869,31.99,0.8842,31.99,0.997484,31.99,0.964966,31.99,0.965959
33.99,0.862588,33.99,0.889006,33.99,0.966207,33.99,0.995918,33.99,0.951591,33.99,0.983585,33.99,0.992379,33.99,0.991746,33.99,0.905494,33.99,0.989015,33.99,0.963183,33.99,0.998735,33.99,0.972636,33.99,0.977726,33.99,0.966792,33.99,0.927274,33.99,0.769696,33.99,0.971793,33.99,0.928264,33.99,0.999299,33.99,0.99039,33.99,0.982515,33.99,0.945127,33.99,0.777677,33.99,0.895805,33.99,0.999102,33.99,0.969553,33.99,0.987867,33.99,0.979274,33.99,0.934401,33.99,0.989409,33.99,0.996458,33.99,0.998675,33.99,0.959982,33.99,0.999894,33.99,0.903697,33.99,0.795868,33.99,0.97527,33.99,0.974713,33.99,0.998008,33.99,1,33.99,0.996981,33.99,0.975175,33.99,0.997963,33.99,0.999981,33.99,0.982448,33.99,0.999353,33.99,0.995963,33.99,0.975678,33.99,0.90557,33.99,0.996422,33.99,0.972994,33.99,0.999661,33.99,0.921233,33.99,0.981142,33.99,0.977209,33.99,0.898196,33.99,0.998189,33.99,0.969553,33.99,0.969832
35.99,0.881514,35.99,0.902919,35.99,0.970213,35.99,0.996703,35.99,0.958345,35.99,0.986047,35.99,0.994357,35.99,0.993262,35.99,0.923547,35.99,0.990376,35.99,0.967365,35.99,0.999105,35.99,0.98127,35.99,0.973348,35.99,0.97128,35.99,0.93514,35.99,0.811965,35.99,0.975604,35.99,0.939289,35.99,0.999504,35.99,0.991591,35.99,0.984871,35.99,0.955746,35.99,0.803063,35.99,0.914364,35.99,0.999321,35.99,0.973634,35.99,0.990665,35.99,0.983968,35.99,0.94078,35.99,0.990754,35.99,0.997017,35.99,0.999049,35.99,0.957568,35.99,1,35.99,0.91655,35.99,0.758916,35.99,0.978394,35.99,0.977891,35.99,0.998937,35.99,0.999906,35.99,0.994422,35.99,0.978361,35.99,0.998509,35.99,1,35.99,0.984536,35.99,0.999497,35.99,0.995726,35.99,0.978766,35.99,0.923608,35.99,0.99901,35.99,0.977231,35.99,0.999749,35.99,0.928432,35.99,0.984429,35.99,0.980215,35.99,0.911836,35.99,0.998701,35.99,0.973634,35.99,0.973409
37.99,0.898949,37.99,0.915632,37.99,0.973902,37.99,0.99735,37.99,0.964142,37.99,0.988275,37.99,0.995846,37.99,0.99451,37.99,0.938699,37.99,0.991617,37.99,0.971274,37.99,0.99937,37.99,0.988079,37.99,0.968699,37.99,0.975266,37.99,0.942585,37.99,0.848938,37.99,0.978975,37.99,0.94898,37.99,0.999653,37.99,0.992683,37.99,0.98715,37.99,0.964566,37.99,0.827684,37.99,0.930879,37.99,0.999488,37.99,0.977283,37.99,0.992855,37.99,0.98801,37.99,0.946975,37.99,0.991975,37.99,0.997497,37.99,0.999322,37.99,0.955522,37.99,0.999735,37.99,0.928882,37.99,0.718563,37.99,0.981284,37.99,0.980775,37.99,0.999534,37.99,0.99935,37.99,0.992263,37.99,0.981284,37.99,0.998912,37.99,0.99998,37.99,0.986467,37.99,0.999608,37.99,0.995533,37.99,0.981555,37.99,0.938746,37.99,1,37.99,0.98068,37.99,0.999814,37.99,0.935478,37.99,0.987245,37.99,0.982927,37.99,0.924902,37.99,0.999071,37.99,0.977283,37.99,0.976725
39.99,0.91487,39.99,0.92727,39.99,0.977315,39.99,0.997884,39.99,0.969239,39.99,0.990273,39.99,0.996961,39.99,0.995544,39.99,0.951333,39.99,0.992752,39.99,0.974936,39.99,0.99956,39.99,0.993215,39.99,0.963798,39.99,0.978835,39.99,0.94964,39.99,0.880704,39.99,0.981986,39.99,0.957492,39.99,0.999759,39.99,0.993679,39.99,0.989336,39.99,0.971854,39.99,0.851312,39.99,0.945265,39.99,0.999616,39.99,0.980562,39.99,0.994568,39.99,0.991416,39.99,0.95299,39.99,0.993087,39.99,0.997912,39.99,0.999521,39.99,0.953802,39.99,0.999173,39.99,0.940495,39.99,0.674702,39.99,0.983957,39.99,0.983406,39.99,0.999869,39.99,0.998414,39.99,0.990454,39.99,0.983974,39.99,0.99921,39.99,0.999941,39.99,0.988257,39.99,0.999694,39.99,0.995382,39.99,0.98409,39.99,0.95137,39.99,0.999703,39.99,0.983524,39.99,0.999864,39.99,0.942392,39.99,0.989654,39.99,0.985384,39.99,0.93719,39.99,0.999339,39.99,0.980562,39.99,0.979805
41.99,0.929291,41.99,0.937962,41.99,0.980485,41.99,0.998325,41.99,0.973814,41.99,0.992053,41.99,0.997792,41.99,0.996405,41.99,0.961813,41.99,0.993799,41.99,0.978376,41.99,0.999695,41.99,0.996825,41.99,0.958664,41.99,0.982055,41.99,0.956338,41.99,0.907491,41.99,0.984698,41.99,0.964967,41.99,0.999836,41.99,0.994596,41.99,0.991401,41.99,0.977874,41.99,0.873745,41.99,0.957525,41.99,0.999714,41.99,0.983527,41.99,0.995905,41.99,0.994205,41.99,0.958832,41.99,0.994104,41.99,0.998272,41.99,0.999665,41.99,0.952362,41.99,0.998373,41.99,0.951223,41.99,0.627371,41.99,0.986427,41.99,0.985822,41.99,1,41.99,0.997164,41.99,0.988944,41.99,0.986451,41.99,0.999431,41.99,0.999895,41.99,0.989922,41.99,0.999762,41.99,0.995259,41.99,0.986412,41.99,0.961842,41.99,0.998381,41.99,0.985928,41.99,0.999901,41.99,0.949192,41.99,0.991711,41.99,0.987617,41.99,0.94853,41.99,0.999533,41.99,0.983527,41.99,0.982671
43.99,0.942263,43.99,0.947809,43.99,0.983443,43.99,0.998691,43.99,0.977987,43.99,0.993626,43.99,0.99841,43.99,0.997128,43.99,0.970467,43.99,0.994769,43.99,0.981615,43.99,0.999792,43.99,0.999045,43.99,0.953314,43.99,0.984981,43.99,0.962711,43.99,0.929668,43.99,0.98717,43.99,0.971532,43.99,0.999888,43.99,0.995444,43.99,0.993278,43.99,0.982818,43.99,0.894821,43.99,0.967734,43.99,0.999789,43.99,0.986221,43.99,0.99695,43.99,0.996405,43.99,0.964507,43.99,0.995041,43.99,0.998587,43.99,0.999769,43.99,0.951163,43.99,0.997383,43.99,0.960943,43.99,0.576814,43.99,0.988704,43.99,0.988051,43.99,0.999971,43.99,0.99566,43.99,0.987689,43.99,0.988729,43.99,0.999594,43.99,0.999848,43.99,0.991475,43.99,0.999816,43.99,0.995164,43.99,0.988551,43.99,0.970489,43.99,0.996248,43.99,0.988019,43.99,0.999928,43.99,0.955889,43.99,0.993449,43.99,0.989652,43.99,0.958794,43.99,0.999673,43.99,0.986221,43.99,0.985345
